회사명,거래소코드,회계년도,[제조]유동부채비율(IFRS),[제조]매출액순이익률(IFRS),[제조]총자본증가율(IFRS),[제조]순이익증가율(IFRS),[제조]CASH FLOW 대 매출액비율(IFRS),[제조]CASH FLOW 대 부채비율(IFRS),[제조]차입금의존도(IFRS),[제조]이자보상배율(이자비용)(IFRS),[제조]금융비용 대 총비용비율(IFRS),[제조]설비투자효율(IFRS),[제조]CASH FLOW 대 총자본비율(IFRS),[제조]자본금회전률(IFRS),[제조]총자본투자효율(IFRS),[제조]총자본회전률(IFRS),[제조]유동자산증가율(IFRS),[제조]매출액증가율(IFRS),[제조]매출액총이익률(IFRS),[제조]자기자본순이익률(IFRS),[제조]매출채권회전률(IFRS),[제조]재고자산회전률(IFRS),[제조]유형자산회전율(IFRS),[제조]매출원가 대 매출액비율(IFRS),[제조]부채비율(IFRS),[제조]유동비율(IFRS),[제조]자기자본배율(IFRS),[제조]당좌비율(IFRS),[제조]순운전자본비율(IFRS),[제조]현금비율(IFRS),[제조]타인자본회전률(IFRS),[제조]정상영업이익증가율(IFRS),[제조]총자본순이익률(IFRS)
(주)동운아나텍,094170,2017/12,40.28,-5.68,0.42,0,0.24,0.81,19.8,-13.85,0.19,1593.88,0.31,18.36,18.43,1.28,-8.72,0.58,24.67,-10.53,5.02,5.83,96.65,75.33,61.74,249.94,886.15,167.15,37.34,49.3,4.17,0,-7.29
(주)동원개발,013120,2017/12,15.49,17.87,7.59,2.69,17.24,89.19,0.19,999999999,-0.46,12058.93,13.8,12.4,23.99,0.83,7.11,5.36,27.49,18.31,2.75,3.47,477.35,72.51,18.3,742.1,1310.01,604.86,84.08,188.61,4.35,9.07,14.82
(주)동일기연,032960,2017/12,7.49,13.93,5.49,-17.4,11.66,67.32,0,999999999,-2.23,394.41,5.65,7.31,22.78,0.5,5.51,21.11,37.81,7.58,8.89,3.6,8.34,62.19,9.16,1027.53,1368.37,820.35,63.64,43.02,5.83,86.9,6.93
(주)동진쎄미켐,005290,2017/12,100.85,5.99,0.17,103.22,12.05,24.58,42.7,5.59,1.47,76.45,13.41,25.55,29.26,1.11,10.52,-1.75,17.66,17.06,6.71,12.9,2.75,82.34,120.07,82.19,1002.7,62.71,-8.16,16.83,1.83,141.71,6.67
(주)두산테스나,131970,2017/12,33.73,19.06,22.99,1115.38,36.79,59.41,17.31,22.88,0.46,72.47,18.04,13.78,42.19,0.54,35.85,55.84,24.59,14.33,12.47,0,0.93,75.41,43.62,138.44,1956.16,138.44,9.03,90.37,1.93,0,10.31
(주)듀오백,073190,2017/12,14.8,2.99,2.28,0,-5.21,-38.9,0,999999999,-2.35,88.37,-5.15,6.4,20.53,1,9.8,19.76,28.29,3.47,10.74,7.88,4.15,71.71,15.24,332.39,562.3,243.14,29.84,75.33,7.18,0,2.98
(주)드래곤플라이,030350,2017/12,132.52,-128.62,-25.31,0,-23.84,-6.26,50.29,-4.35,5.55,3.98,-3.59,1.02,3.44,0.13,-76.14,-30.84,0,-36.56,6.44,0,0.16,0,133.84,6.87,289.79,6.87,-52.77,3.11,0.23,0,-16.54
(주)드림시큐리티,203650,2017/12,10.83,-10.82,0,0,-7.5,-53.09,3.69,2.89,0.28,835.7,-7.06,5.91,28.72,0.94,0,0,25.72,-11.76,4.89,90.52,27.41,74.28,15.34,574.07,543.58,562.99,44.53,122.48,7.08,0,-10.19
(주)드림어스컴퍼니,060570,2017/12,7.51,-20.92,144.31,0,-2.85,-12.22,3.62,-18.31,0.09,115,-1.32,3.1,1.03,0.66,74.43,22.87,20.3,-16.11,5.81,4.43,26.25,79.7,12.06,769.85,495.77,621.77,44.89,202.56,4.41,0,-13.72
(주)드림티엔터테인먼트,220110,2017/12,30.06,-14.47,-22.84,0,-13.25,-45.59,6.86,-141.3,-0.05,356.41,-10.54,4.81,7.88,0.69,-48.55,-17.54,10.32,-13.92,31.31,0,31.52,89.68,30.06,107.61,464.97,107.61,1.76,14.95,2.47,0,-10.02
(주)디딤,217620,2017/12,55.44,3.68,0,0,3.81,11.29,25.63,1.76,1.02,209.71,4.65,18.71,45.88,1.22,0,0,51.49,7.64,23.63,19.98,5.59,48.51,70.17,126.27,900.02,107.49,8.56,68.13,2.96,0,4.49
(주)디모아,016670,2017/12,27.25,1.55,4.44,-31.9,-1.27,-4.75,4.31,3.76,-1.52,102.24,-1.02,2.78,5.54,0.82,-0.6,4.29,13.49,1.57,4.68,67.55,27.06,86.51,27.25,274.7,272.32,269.76,37.41,152.19,4.29,-74.02,1.27
(주)디바이스이엔지,187870,2017/12,61.47,6.53,-4.48,65.79,6.49,24.27,7.23,75.5,-0.1,147.05,9.38,48.53,22.46,1.41,-5.99,62.89,17.41,20.12,12.01,5.9,9.28,82.59,63.06,208.17,1442.45,150.86,40.78,102.23,2.61,78.23,9.22
(주)디스플레이테크,066670,2017/12,10.78,5.7,-7.45,18.59,-0.78,-3.5,4.04,31.42,-0.44,41.03,-0.39,8.85,6.79,0.48,-20.8,-7.26,14.96,3.22,4.36,25.21,2.75,85.04,12.46,435.94,1587.47,410.71,32.21,12.78,3.05,80.37,2.71
(주)디아크,078590,2017/12,24.41,6.49,27.73,4.18,10.41,40.79,10.62,9.72,0.29,141.41,15.14,6.22,33.08,1.63,15.52,2.34,18.96,16.44,11.99,99.31,5.06,81.04,58.99,319.23,268.97,309.98,33.65,224.27,4.58,9.45,10.59
(주)디알텍,214680,2017/12,18.07,-5.28,14.02,0,-12.54,-28.54,28.77,-5.76,0.29,223.66,-10.92,9.26,20.58,0.93,9.36,-0.08,40.79,-7.31,2.43,3.96,9.4,59.21,61.97,626.17,648.07,414.3,58.69,10.62,2.81,0,-4.9
(주)디앤씨미디어,263720,2017/12,10.67,17.09,0,0,13.23,93.1,0,999999999,-0.84,356.49,9.82,4.41,22.68,0.74,0,0,0,14.19,9.77,95.7,11.67,0,11.8,968.57,531.09,960.44,82.86,164.91,7.04,0,12.69
(주)디에스앤엘,141020,2017/12,8.93,5.08,24.91,0,-20.62,-191.13,7.49,2.71,1.52,4009.48,-27.05,2.78,11.3,1.46,77.24,-6.72,13.77,12.87,6.51,39.94,12.25,86.23,16.49,949.27,139.83,869.42,65.14,315.09,3.43,0,7.4
(주)디에스케이,109740,2017/12,101.25,-24.97,35.99,0,7.11,9.42,24.83,6.62,0.08,-243.4,4.75,15.3,-11.05,0.77,238.1,120.45,19.36,-40.54,5.79,64.71,14.54,80.64,101.8,143.13,748.82,140.26,21.64,84.4,1.47,130.67,-19.24
(주)디에이테크놀로지,196490,2017/12,99.86,0.78,24.89,-80.94,-5.89,-12.09,29.88,2.67,1.02,55.03,-6.43,31.75,13.36,1.21,15.12,34.41,10.64,2,2.76,41.85,4.59,89.36,113.48,123.25,1304.66,114.91,10.87,13.06,2.3,38.16,0.95
(주)디에이피,066900,2017/12,92.18,1.77,-3.78,115.96,8.75,19.35,32.06,2.4,1.03,55.27,11.33,26.2,37.57,1.27,2.79,20.21,6.17,5.71,12.54,8.25,1.83,93.83,141.38,75.67,837.56,33.69,-9.29,5.35,2.1,51.32,2.25
(주)디엔에이링크,127120,2017/12,5.63,9.6,0.59,0,-19.92,-191.17,0,1.17,7.76,211.02,-11.3,3.33,26.49,0.57,16.74,36.29,44.51,11.12,4.35,6.09,3.94,55.49,6.28,1144.75,437.98,997.35,55.3,378.72,1.12,0,5.46
(주)디엔에프,092070,2017/12,14.85,17.79,8.92,26.79,22.56,80.92,13.99,46.19,0.09,70.51,16.41,13.82,35.48,0.76,26.86,27.75,38.85,17.34,23.45,5.19,1.41,61.15,25.44,322.19,1514.45,218.29,26.3,81.11,3.42,24.85,13.5
(주)디엠에스,068790,2017/12,96.1,2.72,2.62,-60.2,4.39,8.03,29.07,7.53,0.7,68.76,4.18,23.38,9.7,0.96,13.42,7.05,15.15,5.54,0,117.01,6.58,84.85,108.28,106.49,1169.07,104.39,2.99,8.08,1.83,39.73,2.62
(주)디오,039840,2017/12,24.96,19.23,18.88,-25.06,9.11,15.34,16.27,31.34,1.37,58.17,4.23,10.29,21.96,0.5,15.47,1.96,68.35,13.14,1.19,7.56,1.34,31.65,38.04,304.17,1606.39,268.85,36.91,20.95,1.92,9.1,9.69
(주)디와이디,219550,2017/12,15.48,10.1,0,0,8.76,91.64,4.45,79.55,-0.23,12595.93,12.52,11.61,28.73,1.43,0,0,53.58,16.72,9.9,12.11,626.76,46.42,15.82,666.16,701.43,577.82,75.66,216.86,10.46,0,14.44
(주)디이엔티,079810,2017/12,123.36,1.57,26.83,0,-2.79,-10.95,41.9,3.59,0.24,67.88,-6.79,40.9,27.35,2.72,1.46,357.65,6.26,11.51,10.42,22.25,8.12,93.74,162.79,110.74,615.26,95.56,5.04,29.63,4.33,0,4.27
(주)디지아이,043360,2017/12,5.96,2.19,0.02,0,2.69,17.09,0.63,32.97,-1.04,33.15,1.27,5.5,8.03,0.47,-5.78,30.41,26.14,1.11,3.09,7.35,1.93,73.86,8,972.42,1082.1,877.25,48.18,12.18,6.26,0,1.03
(주)디지털대성,068930,2017/12,21,8.97,9.23,11.5,16.58,66.09,0,999999999,-1.5,1139.55,11.99,5.1,22.44,0.76,-11.57,7.76,47.95,8.08,17.15,216.92,34.71,52.05,22.16,133.82,575.01,131.27,5.81,13.97,4.66,2.22,6.77
(주)디지틀조선일보,033130,2017/12,10.43,13,6.56,11.23,17.91,94.53,0,999999999,-1.87,805.55,9.13,2.06,30.85,0.53,14.32,-0.11,25.14,7.53,7.42,447.72,11.53,74.86,10.69,673.09,366.1,671.79,54.01,83.15,5.72,17.87,6.84
(주)디티앤씨,187220,2017/12,37.78,9.45,9.73,50.55,17.44,15.15,30.32,4.22,2.9,36.59,5.66,7.75,20.32,0.34,-27.01,14.76,35.57,5.02,3.07,0,0.58,64.43,59.66,73.23,1494.55,73.23,-6.33,18.24,0.94,60.85,3.21
(주)딜리,131180,2017/12,6.46,5.01,4.67,-31.27,6.19,81.21,0,2775732.69,-0.61,72.99,5.07,17.04,12.89,0.84,5.47,34.6,27.26,4.43,6.71,8.35,4.73,72.74,6.66,1047.31,1947.4,878.12,57.36,169.31,16.75,-6.95,4.21
(주)라이온켐텍,171120,2017/12,16.22,2.88,-1.73,-77.09,10.76,80.07,4.57,119.65,-0.06,38.42,11.28,17.08,15.88,1.04,-0.21,8.85,16.34,3.53,6.81,13.09,2.44,83.66,16.41,343.25,1398.88,282.91,33.9,154.43,6.84,-57.08,3
(주)라이트론,069540,2017/12,86.3,-2.41,21.66,0,-3.33,-7.1,23.33,0.94,2.95,105.22,-3.4,21.42,13.57,1.12,23.19,98.3,12.89,-4.74,5.96,5.75,7.92,87.11,91.63,134,1076.18,96.82,15.31,8.72,2.59,64.17,-2.69
(주)랩지노믹스,084650,2017/12,36.29,-13.85,-7.74,0,2.99,4.24,28.94,-3.33,0.96,109.94,1.86,5.78,18.28,0.6,-9.88,3.11,38.15,-14.5,1.9,40.25,3.81,61.85,78.4,274.08,518,265.68,35.41,6.11,1.39,0,-8.27
(주)러셀,217500,2017/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)레고켐바이오사이언스,141080,2017/12,31.98,-39.72,-5.3,0,-43.65,-28.48,17.89,-6.16,2.8,23.27,-10.71,4.2,0.68,0.24,-9.2,32.35,39.07,-14.58,1.57,36.3,8.45,60.93,60.25,257.58,1066.91,251.15,31.45,44.21,0.68,0,-9.48
(주)레드로버,060300,2017/12,9.27,-25.5,0.89,0,-49.09,-83.11,12.17,-2.94,2.42,83.83,-10.34,1.64,0.58,0.21,-1.19,-14.9,2.31,-6.15,0.79,4.14,21.21,97.69,14.21,611.81,666.35,549.54,41.54,40.99,1.73,0,-5.4
(주)레드캡투어,038390,2017/12,142.44,3.32,7.17,-24.71,29.5,24.88,55.39,2.52,3.04,45.59,17.11,60.54,37.55,0.6,27.26,11.36,0,6.26,16.16,1644.96,0.71,0,220.38,28.83,3256.68,28.67,-31.64,9.26,0.88,-5.19,1.99
(주)레이언스,228850,2017/12,7.88,16.27,3.17,1.13,14.96,89.43,2.18,32.49,-0.82,107.98,7.33,11.49,16.8,0.5,3.53,4.67,36.45,9,4.1,4.35,3.1,63.55,8.93,987.8,2152.39,822.66,64.2,140.18,4.97,-1.34,8.1
(주)레이크머티리얼즈,281740,2017/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)로보로보,215100,2017/12,5.73,-8.93,0,0,-8.58,-41.77,5.1,171.01,-0.8,-1.41,-4.4,7.59,-0.16,0.51,0,0,40.5,-5.13,4.77,6.14,4.41,59.5,11.79,1253.37,1321.94,1090.27,59.12,167.11,4.87,0,-4.58
(주)로보스타,090360,2017/12,137.41,3.67,-2.85,13.23,3.03,7.77,11.48,29.41,0.15,107.02,4.76,52.53,20.41,1.55,-3.24,36.03,14.56,15.93,3.73,8.14,8.19,85.44,158.01,140.46,1296.21,97.53,21.55,21.53,2.41,61.29,5.69
(주)로지시스,067730,2017/12,49.22,1.63,8.6,14.03,-0.57,-2.35,0,999999999,-0.39,1721.55,-0.89,8.75,65.92,1.63,8.56,13.69,9.89,4.08,6.72,59.68,43.09,90.11,61.21,267.1,347.69,253.06,51.02,147.96,4.62,22.57,2.64
(주)루멘스,038060,2017/12,45.01,-5.06,-10.24,0,-0.29,-0.86,10.14,-16.91,0.03,-6.47,-0.3,12.41,-0.88,0.96,-17.91,-16.03,12.37,-7.53,8.75,5.16,6.66,87.63,52.54,185.9,800.06,125.26,25.34,47.15,2.72,0,-4.87
(주)루트로닉,085370,2017/12,24.34,4.93,7.55,-70.07,4.12,5.77,16.38,9.59,-1.28,86.13,1.47,8.3,9.7,0.37,4.56,-1.09,47.68,2.41,4.46,3.61,3.13,52.32,34.28,291.39,1297.04,232.43,34.69,1.51,1.52,-47.73,1.83
(주)룽투코리아,060240,2017/12,20.36,-51.69,-10.86,0,-5.19,-16.55,0,0.16,2.01,-527.7,-2.8,3.52,-13.92,0.51,78.38,-30.79,66.27,-39.65,4.91,0,18.96,33.73,20.38,325.36,482.23,325.36,38.12,44.65,1.52,-96.76,-26.32
(주)리노스,039980,2017/12,29.44,4.77,-9.24,41.33,-3.16,-13.08,7.97,12.51,-0.15,937.67,-3.04,4.98,22.44,0.92,2.37,-7.17,42.83,6.11,11.89,2.14,35.96,57.17,30.29,386.68,397.74,189.57,64.77,43.58,3.2,-17.8,4.36
(주)리더스코스메틱,016100,2017/12,44.74,-8.52,3.18,0,24.57,22.01,29.54,1.2,1.76,17.73,10.47,7.29,4.11,0.43,2.87,-42.7,42.81,-6.63,4.6,3.88,2,57.19,90.81,159.77,896.49,117.08,14.02,60.78,0.98,-88.31,-3.69
(주)리드,197210,2017/12,442.82,-60.23,-17.25,0,1.49,1.6,40,-6.83,0.5,-3518.35,1.3,9.58,-39.38,0.79,-16.28,5.65,-1.94,-208.81,1.48,60.88,61.5,101.94,449,117.84,151.37,117.84,14.39,9.03,1.03,0,-47.71
(주)리드코프,012700,2017/12,165.14,7.83,17.83,10.35,-20.75,-14.14,62.68,999999999,0,1047.68,-9.25,26.94,7.99,0.48,18.45,-1.54,42.51,10.56,45.82,145.26,54.94,57.49,189.19,162.6,2090.06,162.38,35.75,2.84,0.75,-7.06,3.78
(주)링네트,042500,2017/12,53.89,3.18,-2.77,39.86,-0.45,-2.22,1.86,455.87,-0.47,3326.5,-0.78,19.65,26.98,1.71,-6.11,16.09,9.87,8.84,4.71,50.35,205.06,90.13,54,244.61,730.31,234.09,50.61,49.33,4.46,14.67,5.44
(주)링크제니시스,219420,2017/12,10.67,22.98,25.57,48.03,22.56,131.58,4.72,57.1,-1.27,351.94,17.52,56.77,50.49,0.86,31.78,15.69,41.38,23.92,5.01,922.55,5.41,58.62,15.36,858.21,6187.56,856.39,70.15,133.39,5.11,110.77,19.87
(주)마이크로컨텍솔루션,098120,2017/12,7.99,-14.13,-12.03,0,7.82,48.39,1.23,-17,-1,24.54,4.85,6.09,6.55,0.58,-1.01,-1.33,11.81,-8.96,7.38,6.71,2.26,88.19,11.15,713.84,882.77,602,44.1,107.45,6.89,0,-8.2
(주)마이크로프랜드,147760,2017/12,12.42,10.98,1.56,18.41,8.48,52.73,3.81,96.88,-0.51,146.73,7.59,9.35,33.5,0.9,-14.56,12.09,24.38,12.21,37.53,3.03,4.81,75.62,16.8,623.35,887.97,316.26,55.66,280.33,4.75,16.54,9.89
(주)마크로젠,038290,2017/12,61.45,25.08,17.56,249.62,29.53,32.59,17.73,3.71,-0.51,178.5,12.62,15.53,28.78,0.46,34.25,5.61,39.26,19.35,3.65,6.12,2.58,60.74,63.18,182.51,2173.05,162.73,31.07,61.89,1.15,-28.19,11.58
(주)맘스터치앤컴퍼니,220630,2017/12,33.76,4.61,35.69,10.91,3.16,15.56,23.3,20.99,0.21,108.13,6.94,24.15,32.8,2.53,24.09,10.75,27.84,20.65,50.79,18.7,7.46,72.16,80.56,263.65,601.09,201.17,30.6,59.1,5.79,-15.83,11.65
(주)매직마이크로,127160,2017/12,77.94,-2.53,9.36,0,0.05,0.09,24.6,-0.46,1.16,33.16,0.04,20.36,9.43,0.81,-10,-3.35,5.15,-3.82,6.92,8.21,2.94,94.85,84.24,92.03,1413.31,74.21,-3.37,0.15,1.75,0,-2.05
(주)매커스,093520,2017/12,74.2,7.07,1.76,72.34,5.31,12.48,1.43,58.18,-0.09,331.64,5.32,10.38,16.49,1.01,-0.11,30.7,20.72,12.67,6.39,14.84,20.12,79.28,74.27,180.48,594.42,166.68,34.27,44.29,2.32,65.72,7.15
(주)맥스로텍,141070,2017/12,94.93,-5.87,5.34,0,3.77,2.92,39.3,0.62,4.7,24.23,1.74,3.02,12.55,0.47,59.96,-3.59,12.93,-6.67,4.08,23.78,0.77,87.07,148.05,106.19,261.14,102.59,2.37,19.82,0.81,0,-2.78
(주)멀티캠퍼스,067280,2017/12,32.91,5.96,10.08,-8.36,11.01,69.52,0,999999999,-0.31,1959.49,18.96,64.37,79.19,1.8,31,8.35,26.78,14.92,8.27,0,39.08,73.22,37.51,232.49,2719.1,232.49,31.71,73.83,6.45,-17.43,10.75
(주)메디아나,041920,2017/12,12.12,8.24,4.32,-49.92,10.16,67.55,0,999999999,-0.12,169.12,9.44,11.84,29.33,0.95,-3.87,-2.18,33.37,9.35,5.06,4.85,3.96,66.63,16.25,534.01,1096.24,349.03,45.27,137.17,5.81,-28.97,7.82
(주)메디콕스,054180,2017/06,104.08,-80.78,16.37,0,7.32,3.24,62.71,-0.24,3.15,-17.68,2.12,1.47,-14.28,0.31,164.43,-17.91,8.31,-63.44,28.34,36.91,0.42,91.69,189.21,44.93,174.87,42.94,-19.82,39.26,0.52,0,-25.19
(주)메디톡스,086900,2017/12,71.18,41.69,17.8,20.61,32.27,29.69,30.67,41.74,1.95,80.81,14.54,59.35,29.56,0.49,36.79,37.86,79.6,42.3,5.72,19.22,1.07,20.4,96.01,60.95,6719.23,52.84,-14.18,13.68,0.94,17.9,20.32
(주)메디프론디비티,065650,2017/12,3.17,-54.77,-5.44,0,-5.55,-77.73,0,999999999,-0.27,-145764.42,-4.42,1.49,-38.63,0.77,116.84,59.66,11.68,-45.51,19.62,6.56,2291.93,88.32,6.04,2613.6,168.14,2193.62,75.21,433.17,11.38,0,-42.42
(주)메지온,140410,2017/12,29.47,-266.42,-27.27,0,2.69,0.93,11.81,-1.18,16603.47,-1334.92,0.22,1.35,-16.57,0.07,-29.76,-53.22,16.09,-28.08,3.93,2.46,10.52,83.91,30.18,414.26,1274.69,397.95,71.15,171.35,0.19,0,-18.11
(주)메카로,241770,2017/12,13.33,30.34,200.82,999.74,17.5,94.79,0.36,150.03,0.15,252.68,13.29,23.87,39.61,1.14,393.64,120.3,52.83,44.76,16.11,7.75,4.8,47.17,16.31,717.08,2416.41,615.64,70.71,557.51,5.03,1300.15,34.61
(주)메타바이오메드,059210,2017/12,61.65,-8.82,0.99,0,15.96,18.3,37.15,8.85,1.16,33.46,8.26,4.04,8.37,0.52,-12.91,7.07,39.01,-7.92,2.92,5.65,1.89,60.99,82.37,109.93,427.92,84.73,3.36,13.08,1.24,31.67,-4.59
(주)멕아이씨에스,058110,2017/12,9.79,-15.36,-6.97,0,-12.3,-7.13,57.58,-0.87,5.57,26.84,-4.42,3.18,13.35,0.35,-19.06,7.15,41.21,-13.57,4.99,3.37,0.72,58.79,163.48,908.48,335.13,622.4,30.04,384.36,0.57,0,-5.32
(주)멜파스,096640,2017/12,73.98,-56.48,-21,0,-2.7,-2.95,36.55,-16.5,1.64,-86.28,-1.25,5.25,-18.6,0.41,-20.08,-32.98,-19.73,-38.47,7.12,3.83,1.46,119.73,74.14,81.27,650.48,71.86,-7.96,2.62,1.03,0,-23.13
(주)모다,149940,2017/12,259.68,-124.82,77.2,0,2.4,0.52,63.83,-1.7,18.86,-527.55,0.38,3.79,-7.51,0.2,103.63,-36.41,-15.82,-82.2,5.04,5.35,11.66,115.82,260.62,26.21,553.99,21.69,-53.14,0.46,0.29,0,-25.05
(주)모다이노칩,080420,2017/12,65.94,22.4,1.65,73.72,30.44,18.15,29.36,4.84,2.47,45.85,9,8.36,19.72,0.3,-15.55,38.66,71.79,13.76,6.27,9.94,0.71,28.21,98.32,77.81,1425.19,67.61,-7.38,19.29,0.58,83.16,6.68
(주)모두투어네트워크,080160,2017/12,80.93,9.3,28.14,19.53,15.59,33.74,0,999999999,-1.29,884.23,15.25,31.66,39.03,1.1,30.03,21.15,0,18.69,7.95,0,22.15,0,82.45,157.61,1478.69,157.61,25.55,42.66,2.42,29.11,10.21
(주)모바일리더,100030,2017/12,3.23,15.25,3.79,-15.94,19.07,116.99,0,999999999,-8.99,6166.24,3.67,3.82,16.56,0.2,-20.97,-0.06,53.09,3.08,4.3,0,71.71,46.91,3.23,972.45,1924.53,972.45,27.34,165.41,6.41,-12.03,2.99
(주)모베이스,101330,2017/12,11.12,13.86,9.22,-0.35,12.77,56.18,0,999999999,-1.28,64.64,5.75,6.29,14.19,0.47,25.08,12.12,33.69,7.08,6.13,132.23,1.68,66.31,11.4,404.3,1114.9,400.41,30.37,115.23,5.95,52.3,6.52
(주)모베이스전자,012860,2017/12,244.39,-5.09,-8.22,0,3.41,5.43,48.86,-0.92,0.29,48.85,4.25,43.33,18.17,1.19,-14.48,1.86,4.1,-25.17,3.95,15.58,3,95.9,359.01,78.52,757.5,63.01,-11.43,0.53,1.57,0,-6.07
(주)모비스,250060,2017/12,1.9,-114.21,0,0,-35.32,-85.39,0,-86.58,-1.69,-1558.36,-4.68,0.85,-18.08,0.13,0,0,35.79,-16.01,121.92,60.78,11.42,64.21,5.8,3961.7,603.82,3949.54,69.24,584.92,2.42,0,-15.13
(주)모헨즈,006920,2017/12,101.12,0.91,-5.68,70.96,3.82,10.06,0,2851.38,-0.03,70.29,5.63,7.05,20.37,1.43,-10.04,-7.42,5.73,3.08,5.3,25.6,5.07,94.27,127.23,98.62,210.14,83.96,-0.61,31.67,2.48,-69.31,1.3
(주)미래SCI,028040,2017/12,174.11,-36.38,16.48,0,-9.47,-5.41,46.1,-2.13,6.24,-706.06,-3.44,1.87,-6.87,0.39,1.67,10.96,1.83,-38.43,2.22,11.83,46.1,98.17,175.18,117.66,176.27,108.21,11.17,0.86,0.62,0,-14.24
(주)미래생명자원,218150,2017/12,10.35,-6.4,0,0,16.27,112.75,6.82,135.75,-0.16,-12.1,15.87,16.35,-1.53,0.98,0,0,21.19,-7.26,7.5,9.43,5.16,78.81,16.38,883.28,1440.42,766.97,69.63,577.26,6.93,0,-6.24
(주)미래컴퍼니,049950,2017/12,64.87,15.68,66.18,323.54,10.44,28.52,6.22,197.73,0.04,201.91,11.34,45.75,35.91,1.36,120.2,135.86,35.28,32.82,7.3,20.63,6.07,64.72,66.05,187.98,2536.45,169.29,34.37,60.62,3.85,609.14,21.27
(주)미래테크놀로지,213090,2017/12,3.31,19.72,23.09,8.82,16.98,202.36,0,999999999,-2.45,2343.79,6.48,7.7,12.9,0.42,-65.99,1.87,34.84,8.59,17.01,21.27,66.93,65.16,3.31,790.7,1853.37,729.05,22.12,384.39,12.7,7.85,8.31
(주)미애부,225850,2017/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)미코,059090,2017/12,37.17,7.86,13.13,0,8.78,16.28,25.79,7.13,-1.9,75.4,6.52,4.79,27.75,0.79,4.45,43.44,35.51,10.7,7.18,8.23,1.95,64.49,66.83,140.37,366.83,106.38,8.99,28.65,1.87,379.25,6.2
(주)미투온,201490,2017/12,50.09,3.68,177.33,-72.78,3.46,0.72,18.43,-1.81,0.45,2115.27,0.41,0.97,2.34,0.17,-2.71,4.74,13.27,1.11,21.6,0,94.08,86.73,131.16,124.15,348.87,124.15,5.23,110.02,0.41,0,0.64
(주)바른손,018700,2017/03,5.1,-25.77,44.48,0,-69.68,-93.52,3.05,-3.87,-2.33,382.94,-6.03,0.28,4.75,0.1,510.46,-70.72,56.82,-3.08,40.41,25.43,6.06,43.18,6.89,926.9,272.35,921.94,39.47,815.97,0.71,0,-2.63
(주)바른손이앤에이,035620,2017/12,10.52,-59.58,-22.99,0,25.44,40.88,16.93,1.66,10.81,-6302.28,10.88,0.74,-14.3,0.37,-30.89,-39.64,100,-29.98,4.85,0,174.34,0,36.26,229.46,126.78,229.46,10,136.84,1.43,-25.71,-22.17
(주)바른전자,064520,2017/12,120.67,-14.24,-24.37,0,-3.66,-12.01,44.42,-13.46,0.69,-10.39,-6.63,5.13,-3.82,1.56,-34.07,-30.26,-4.29,-45.09,8.72,5.66,4.79,104.29,123,102.11,125.51,57.01,1.14,5.36,3.08,0,-22.23
(주)바이넥스,053030,2017/12,23.6,-14.15,-4.86,0,7.94,17.87,15.63,-3.9,1.67,19.11,3.76,4.99,10.56,0.46,-4.29,-3.58,36.4,-8.15,4.83,7.75,0.84,63.6,26.62,150.33,831.91,115.8,9.38,36.69,2.32,0,-6.53
(주)바이오니아,064550,2017/12,69.32,-38.38,-7.56,0,-14.8,-10.98,32.16,-4.8,3.03,24.25,-5.75,2.48,7.88,0.37,17.19,8.67,57.51,-31.87,2.73,2.93,1.19,42.49,109.89,142.19,271.22,98.72,13.93,21.67,0.68,0,-14.31
(주)바이오로그디바이스,208710,2017/12,22.93,-2.03,20.53,0,-5.37,-16.37,26.81,3.13,0.71,315.78,-6.66,20.19,5.9,1.36,24.72,-3.73,10.91,-4.53,3.13,35.68,42.02,89.09,68.66,564.39,964.43,531.54,63.14,126.56,3.46,-1.89,-2.75
(주)바이오빌,065940,2017/12,112.65,-194.55,22.65,0,-19.5,-5.17,51.05,-0.9,4.69,-257.9,-3.02,1.75,-24.28,0.17,-15.34,-10.24,13.13,-60.82,5.45,4.73,1.64,86.87,140.6,47.96,442.21,40.61,-24.37,3.39,0.38,0,-33.24
(주)바이오스마트,038460,2017/12,20.42,11.4,4.3,2370.73,10.22,21.58,16.12,7.59,-0.69,272.57,6.34,6.28,20.13,0.63,-6.05,21.12,23.03,10.67,14.39,10.14,8.12,76.97,41.59,166.43,708.87,124.99,9.58,23.24,1.96,56.74,7.22
(주)바이오톡스텍,086040,2017/12,80.4,6.6,12.59,77.75,24.35,20.71,27.37,4.63,1.83,63.37,10.09,3.09,22.4,0.44,-18.39,10.11,28.54,5.54,7.01,35.26,1.11,71.46,95.01,52.23,381.32,49.6,-19.69,26.3,0.92,37.76,2.9
(주)바텍,043150,2017/12,31.13,61.12,44.75,709.5,15.05,21,16.85,18.2,1.01,240.11,7.19,20.64,41.42,0.57,5.76,36.41,34.65,56.97,2.38,5.64,2.74,65.35,52.12,182.18,2837.62,141.52,16.82,21.54,1.44,92.97,34.57
