회사명,거래소코드,회계년도,[제조]유동부채비율(IFRS),[제조]매출액순이익률(IFRS),[제조]총자본증가율(IFRS),[제조]순이익증가율(IFRS),[제조]CASH FLOW 대 매출액비율(IFRS),[제조]CASH FLOW 대 부채비율(IFRS),[제조]차입금의존도(IFRS),[제조]이자보상배율(이자비용)(IFRS),[제조]금융비용 대 총비용비율(IFRS),[제조]설비투자효율(IFRS),[제조]CASH FLOW 대 총자본비율(IFRS),[제조]자본금회전률(IFRS),[제조]총자본투자효율(IFRS),[제조]총자본회전률(IFRS),[제조]유동자산증가율(IFRS),[제조]매출액증가율(IFRS),[제조]매출액총이익률(IFRS),[제조]자기자본순이익률(IFRS),[제조]매출채권회전률(IFRS),[제조]재고자산회전률(IFRS),[제조]유형자산회전율(IFRS),[제조]매출원가 대 매출액비율(IFRS),[제조]부채비율(IFRS),[제조]유동비율(IFRS),[제조]자기자본배율(IFRS),[제조]당좌비율(IFRS),[제조]순운전자본비율(IFRS),[제조]현금비율(IFRS),[제조]타인자본회전률(IFRS),[제조]정상영업이익증가율(IFRS),[제조]총자본순이익률(IFRS)
(주)대호특수강,021040,2019/12,66.49,0.34,-5.89,-67.39,3.06,8.24,35.57,1.93,1.16,56.84,4.22,5.28,19.47,1.34,-6.18,-2.71,6.49,0.96,3.95,6.88,3.96,93.51,105.15,169.87,186.55,111.72,22.64,7.95,2.54,-23.71,0.45
(주)더 미동,161570,2019/12,4.42,-6.45,-3.97,0,0.75,12.16,0.06,34.48,-2.21,-3393.23,0.51,3.56,-3.8,0.67,-28.4,25.55,4.49,-4.49,8.88,38.07,459.43,95.51,4.42,969.7,499.95,914.86,36.79,440.76,16.67,-36.16,-4.31
(주)더블유아이,073570,2019/12,35.46,5.83,4.62,0,-14.76,-24.23,16.8,0.81,3.1,103.01,-6.72,3.42,10.09,0.47,24.78,489.31,31.75,3.82,14.29,10.67,4.77,68.25,38.38,221.76,535.99,188.46,31.2,79.87,1.61,0,2.71
(주)더블유에스아이,299170,2019/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)덕산테코피아,317330,2019/12,6.65,18,86.13,-40.75,30.06,136,2.23,67.11,-0.75,50.98,11.7,7.38,19,0.51,110.48,-12.82,41.89,10.78,8.6,5.05,0.97,58.11,9.41,624.78,1580.1,489.96,31.91,103.05,3.28,-45.34,9.11
(주)덕신하우징,090410,2019/12,54.02,0.85,-1.43,-83.68,7.65,25.46,21.25,2.12,0.48,57.21,9.79,36.36,19.33,1.27,-21.19,11.1,12.05,1.77,6.1,9.55,3.13,87.95,62.53,126.37,1746.92,83.78,8.77,18.87,3.27,-75.6,1.08
(주)데이타솔루션,263800,2019/12,145.14,-0.66,19.15,0,2.66,7.2,18.85,1.04,0.2,1173.08,4.27,12.85,24.22,1.75,20.78,3.11,13.58,-2.61,5.14,16.42,99.81,86.42,146.19,141.08,324.55,119.04,24.22,53.96,3.14,0,-1.16
(주)덱스터스튜디오,206560,2019/12,13.52,-20.53,-18.33,0,29.35,115.59,5.39,-24.21,0.1,332.72,17.39,3.11,25.76,0.53,-42.84,7.15,0,-13.34,5.79,0,6.88,0,17.71,422.11,445.18,422.11,36.99,101.38,2.96,0,-10.94
(주)덴티스,261200,2019/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)동구바이오제약,006620,2019/12,44.77,12.06,27.28,230.48,3.73,9.93,17.18,16.2,0.18,102.99,3.52,26.08,28.67,1.06,22.27,19.46,56.44,19.14,5.97,7.7,3.61,43.56,54.96,187.51,1783.68,141.61,25.28,26.97,3.16,13.8,12.74
(주)동국알앤에스,075970,2019/12,43.45,1.6,-0.6,-54.48,6.64,11.55,18.73,2.22,0.45,32.13,4.45,3.9,8.22,0.67,-1.16,-5.97,15.93,1.74,2.94,4.53,2.57,84.07,62.69,150.54,357.84,93.2,13.5,9.34,1.73,-58.36,1.07
(주)동국에스엔씨,100130,2019/12,19.05,6.11,8.57,0,-9.11,-27.83,0.32,352.52,-1.21,28.41,-4.91,6.11,8.23,0.56,37.18,5.27,16.13,4.04,4.47,3.77,1.84,83.87,21.43,352.92,933.01,246.37,39.69,49.96,3.68,480.25,3.43
(주)동방선기,099410,2019/12,11.97,-4.15,2.11,0,-4.25,-17.95,0.48,-160.58,-0.86,25.81,-2.94,3.49,14.42,0.7,3.71,38.52,5.95,-3.41,4.92,8.31,1.24,94.05,19.6,434.84,421.51,342.73,33.52,9.09,4.66,0,-2.9
(주)동성화인텍,033500,2019/12,104.25,7.35,25.99,0,3.13,4.59,39.84,7.2,1.4,51.39,2.86,17.25,21.33,1.02,68.62,28.64,20.28,19.96,11.57,3.99,2.13,79.72,164.6,136.41,713.68,62.31,14.34,20.58,1.63,0,7.49
(주)동아엘텍,088130,2019/12,18.79,9.4,-4.01,-24.91,13.36,59.03,0.36,151.88,-1.05,141.01,9.65,20.11,15.7,0.71,-10.56,-14.73,24.83,8.39,3.28,12,6.38,75.17,19.55,382.61,2328.61,367.84,44.43,263.75,3.41,-34.74,6.65
(주)동양에스텍,060380,2019/12,101.96,1.22,1.39,0,0.77,1.9,42.62,0.26,0.82,53.74,1.06,31.95,8.68,1.38,-8.81,-0.35,4.6,3.81,4.59,6.11,8.7,95.4,125.81,114.63,1029.7,66.75,6.61,2.14,2.49,-70.22,1.69
(주)동우팜투테이블,088910,2019/12,14.64,0.96,1.13,-85.69,4.9,40.14,0.7,124.27,-0.7,164.55,5.94,20.95,15.5,1.22,-4.55,8.16,7.96,1.37,16.69,72.32,11.52,92.04,17.37,424.76,1471.03,406.94,40.52,58.01,8.34,-74.91,1.17
(주)동운아나텍,094170,2019/12,69.46,12.06,29.68,0,-10.67,-19.94,36.58,-1.77,1.88,2789.6,-10.82,7.7,37.02,1.14,40.62,17.27,28.17,29.12,5.05,4.3,97.97,71.83,118.58,235.17,327.45,142.08,42.95,63.12,2.18,0,13.8
(주)동원개발,013120,2019/12,18.14,13.18,5.94,-30.54,18.3,74.11,0.41,522.81,-1.06,4858.47,12.65,14.15,14.74,0.71,3.96,5.71,18.84,11.49,3.32,4.56,244.78,81.16,20.57,635.19,1698.39,556.85,80.5,297.88,3.86,-33.71,9.37
(주)동일기연,032960,2019/12,7.09,6.69,-5.74,0,13.96,80.94,0.39,484.7,-2.25,289.59,7.07,5.95,19.47,0.49,-5.38,9.27,34.12,3.57,8.28,2.87,7.5,65.88,9.56,1029.81,1065.13,745.48,60.16,48.64,6.17,738.7,3.29
(주)동진쎄미켐,005290,2019/12,104.24,6.86,8.58,13.1,9.54,16.6,39.59,7.54,1.35,82.01,8.88,25.39,28.27,0.97,13.53,3.24,20.51,14.57,6.7,10,2.67,79.49,114.97,80.64,1268.86,62.02,-9.39,18.3,1.78,46.28,6.64
(주)두산테스나,131970,2019/12,41.43,22.12,207,31.93,39.24,21.19,39.29,12.14,1.96,46.05,11.09,26.06,20.99,0.43,314.13,48.36,31.44,17.5,13.04,0,0.85,68.56,109.82,222.99,4077.59,222.99,24.28,152.48,0.92,28.99,9.43
(주)듀오백,073190,2019/12,13.92,-10.53,-5.99,0,-2.87,-19.38,1.81,-168.2,-0.09,26.89,-2.6,4.78,11.46,0.88,-2.65,0.39,27.32,-10.44,7.87,6.27,2.17,72.68,15.51,330.14,456.46,207.27,27.72,39.73,7.7,0,-9.25
(주)드래곤플라이,030350,2019/12,16.4,-91.58,-24.46,0,-85.39,-209.85,4.25,-70.73,-1.05,49.36,-34.55,0.76,5.78,0.35,-37.01,-4.59,0,-36.33,12.72,0,4.15,0,19.71,384.04,156.84,384.04,38.91,314.07,2.85,0,-31.89
(주)드림시큐리티,203650,2019/12,23.32,7.61,213.21,-37.12,13.84,20.65,13.34,18.35,-0.18,4644.68,4.05,5.23,14.21,0.44,-0.61,-9.36,29.07,4.05,5.92,203.05,46.82,70.93,24.36,93.21,1229.18,93.21,-1.27,11,2.65,-58.16,3.37
(주)드림어스컴퍼니,060570,2019/12,41.75,-27.86,-17.85,0,3.87,13.54,1.72,-48.49,-0.51,-422.93,4.1,6.2,-12.55,0.96,-2.47,61.9,15.24,-34.68,8.05,15.83,53.82,84.76,43.47,269.64,402.96,255.39,49.36,175.44,4.14,0,-26.66
(주)디딤,217620,2019/12,94.08,1.89,75.5,-33.65,5.37,8.32,49.7,1.83,1.6,285.58,5.71,31.96,39.31,1.36,29.74,26.63,47.59,6.46,28.37,10.61,8.36,52.41,218.97,91.03,941.45,49.83,-2.64,27.72,2.24,-7.56,2.56
(주)디모아,016670,2019/12,33.11,-187.46,-9.12,0,-10.85,-3.22,4.84,0.58,-14.15,-1446.63,-0.82,0.23,-8.04,0.07,12.89,-47.88,94.72,-17.23,0.37,1743.8,2.28,5.28,34.02,254.14,228.58,254.14,38.08,95.17,0.33,38.2,-13.47
(주)디바이스이엔지,187870,2019/12,68.23,10.76,44.86,-66.62,32.45,31.56,0.96,276.74,-1.1,120.79,12.99,12.75,13.55,0.47,62.93,-53.6,25.16,7.48,4.54,2.45,3.5,74.84,69.97,196.95,1873.64,137.59,38.92,83.39,1.49,-72.96,5.09
(주)디스플레이테크,066670,2019/12,10.05,12.38,-2.49,80.01,43.08,102.43,2,43.18,-2.07,24.98,11.18,4.66,5.88,0.26,-7.24,-23.94,24.99,3.61,2.45,18.41,1.24,75.01,12.25,457.4,1601.19,444.4,32,74.05,2.1,83.59,3.17
(주)디아크,078590,2019/12,162.23,-17.91,1.41,0,2.83,2.64,25.61,0.43,3.14,16.35,1.66,3.47,1.59,0.59,9.43,0.02,20.1,-27.04,7.73,50,5.2,79.9,168.29,106.05,215.19,103.92,3.66,42.81,0.97,-49.2,-10.55
(주)디알젬,263690,2019/12,74.88,9.55,36.03,20.2,4.27,8.48,9.65,119.59,0,137.69,4.05,10.64,27.01,1.09,38.69,6.39,28.95,18.49,5.57,3.96,5.14,71.05,91.51,177.73,585.43,103.62,30.39,43.46,2.51,8.45,10.44
(주)디알텍,214680,2019/12,35.57,3.5,44.12,-0.73,8.54,12.16,32.78,5.36,0.53,297.52,5.58,10.04,24.63,0.77,35.62,8.35,43.29,4.63,2.33,4.64,6.65,56.71,84.84,334.69,790.47,257.36,45.16,88.76,1.85,12.53,2.7
(주)디앤씨미디어,263720,2019/12,24.97,10.76,20.82,-18.54,14.13,54.01,0.46,2188.04,-1.2,368.44,11.26,6.93,17.29,0.87,22.35,31.35,0,11.48,9.61,48.39,17.78,0,26.34,459.23,681.94,449.51,70.99,83.73,4.78,25.93,9.39
(주)디에스앤엘,141020,2019/12,0,-4992.79,-74.39,0,-1755.98,-46.86,158.37,-1.33,10.81,-253478.97,-80.87,0.02,-200.35,0.02,-71.93,-92.1,49.99,0,0.52,0.09,0.77,50.01,0,55.7,0,55.7,-76.37,3.29,0.02,0,-93.77
(주)디에스케이,109740,2019/12,33.5,13.28,2.49,-49.85,8.29,16.62,20.65,15.1,0.19,112.59,4.25,7.47,16.53,0.52,-38.92,-35.27,24.89,9.57,4.28,18.59,4.26,75.11,34.32,141.48,1086.02,130.55,10.34,66.64,1.85,-51.95,6.88
(주)디에이테크놀로지,196490,2019/12,85.37,-19.22,-21.25,0,8.97,16.53,33.4,0.11,3.5,-12.66,7.79,3.92,-2.27,0.77,-16.7,18.04,13.15,-29.13,4.4,31.98,4.73,86.85,89.12,141.36,227.82,136.44,18.67,28.2,1.55,-52.13,-14.71
(주)디에이피,066900,2019/12,77.04,0.37,2.9,-86.74,9.12,19.71,29,0.42,0.71,53.93,10.93,23.78,33.12,1.22,19.92,-11.06,4.24,0.98,12.94,7.98,1.9,95.76,124.43,92.09,884.67,41.11,-2.71,12.18,2.24,-93.06,0.45
(주)디엔에이링크,127120,2019/12,167.47,-102.03,-29.44,0,-6.83,-5.89,40.02,-5.62,1.99,-149.41,-3.75,2.43,-28.59,0.45,-34.14,11.39,16.4,-96.99,3.65,4.47,3.04,83.6,175.25,82.74,155.22,57.18,-10.5,37.64,0.87,0,-46.39
(주)디엔에프,092070,2019/12,14.01,3.79,-4.7,-84.19,10.24,30.34,14.91,12.9,0.14,41.63,5.47,10.93,21.28,0.52,-15.87,-20.78,35.29,2.47,14.89,3.39,1.03,64.71,21.99,256.22,1677.58,116.55,17.94,26.38,2.59,-64.52,1.98
(주)디엠에스,068790,2019/12,90.18,6.49,-5.32,-31.02,0.56,0.76,29.04,5.48,1.06,120.33,0.36,16.78,10.93,0.63,-17.47,-34.2,22.45,8.17,0,149.24,6.64,77.55,90.92,96.96,1358.42,96.16,-1.44,6.19,1.26,-49.18,4.08
(주)디오,039840,2019/12,57.59,13.12,20.32,349.89,4.71,4.07,26.51,12.13,3.33,60.73,1.72,11.43,19.61,0.4,27.55,22.9,72.78,8.9,1.11,5.24,1.08,27.22,73.21,171.63,1786.46,147.54,23.82,9.65,0.97,2181.92,5.23
(주)디와이디,219550,2019/12,66.57,-6.53,57.93,0,-3.01,-6.87,35.93,-3.78,0.63,362.62,-2.86,8.47,5.74,1.17,7.64,-11.17,33.93,-10.69,10.64,5.3,109.03,66.07,71.51,147.25,518.53,101.83,18.34,3.5,4.05,0,-7.61
(주)디이엔티,079810,2019/12,87.12,-23.72,-23.25,0,-21.24,-22.47,46.77,-4.84,3.23,26.26,-13.63,5.53,15.02,0.56,-26.21,-60.66,-2.41,-39.34,6.32,18.85,1.01,102.41,154.29,106.74,292.48,98.18,2.31,6.76,0.84,0,-13.22
(주)디지아이,043360,2019/12,4.96,-21.9,-5.05,0,0.05,0.23,0,-188.41,-1.67,11.54,0.02,3.42,2.97,0.31,-14.47,-27.04,23.64,-7.24,2.49,5.12,1.21,76.36,7.03,950.71,1012.87,824.48,39.46,31.21,4.29,0,-6.72
(주)디지캡,197140,2019/12,14.87,5.93,20.11,0.94,14.56,18.06,26.74,2.72,1.63,49.54,6.33,5.39,19.65,0.47,-38.58,6.99,27.03,4.25,5.6,0,1.09,72.97,53.95,248.7,779.62,248.7,14.37,91.26,1.4,-34.39,2.81
(주)디지털대성,068930,2019/12,43.54,12.43,29.13,805.56,17.36,44.54,3.88,71.01,-2.9,387.49,14.76,7.96,26.78,0.96,41.67,52.77,44.79,17.22,16.22,250.54,19.84,55.21,49.57,97.02,624.85,95.79,-0.87,22.96,3.11,846.47,11.91
(주)디지틀조선일보,033130,2019/12,9.83,9.61,6.12,-40.37,17.04,64.56,2.65,29.1,-3.24,1047.02,6.5,1.72,22.03,0.39,1.77,-15.86,20.85,4.16,5.82,198.32,15.75,79.15,11.19,639.73,404.88,637.7,47.7,112.45,4.19,-57.42,3.77
(주)디케이앤디,263020,2019/12,8.51,7.76,5.72,-1.71,-5.39,-35.5,0.98,18.93,-2.97,68.36,-3.73,9,13.44,0.71,7.15,-6.39,18.56,6.19,3.97,13.24,3.59,81.44,11.75,656.68,1157.86,587.97,42.42,147.65,6.54,-33.78,5.51
(주)디케이티,290550,2019/12,34.02,2.82,30.02,0,3.45,27.05,0.47,425.54,-0.39,1542.16,7.03,29.88,12.85,2.3,36.66,39.92,9.21,11.06,7.56,245.51,223.64,90.79,35.09,321.82,997.65,318.08,55.87,153.61,5.56,58.27,6.48
(주)디티앤씨,187220,2019/12,48.19,-17.35,3.87,0,23.82,14.55,37.16,-0.08,4.16,26.72,6.58,8.01,13.27,0.28,7.14,-5.1,26.38,-8.92,2.4,0,0.51,73.62,82.47,85.45,1510.29,85.45,-3.84,28.15,0.62,0,-4.88
(주)딜리,131180,2019/12,7.4,5.52,5.36,14.85,11.39,77.79,2.6,28.39,-1.22,68.32,7.07,13.69,11.74,0.64,-11.14,-6.78,28.9,3.81,10.3,6.57,3.4,71.1,10,759.71,2005.09,631.69,44.38,179.17,8.3,274.58,3.52
(주)라닉스,317120,2019/12,7.64,-1.46,0,0,0.62,2.06,1.56,-0.02,0.41,402.59,0.27,1.89,8.73,0.44,0,0,61.55,-0.74,4.08,16.61,20.44,38.45,15.38,1353.36,368.68,1313.06,83.01,77.51,3.33,0,-0.65
(주)라이온켐텍,171120,2019/12,16.79,6.86,-0.65,469.5,3.93,25.73,9.5,30.44,0.17,56.05,4.61,18.5,24.85,1.17,-3.85,13.14,16.45,10.14,7.25,11.24,2.5,83.55,21.84,274.86,1187.83,187.7,24.1,48.31,5.64,310.73,8.03
(주)라이트론,069540,2019/12,129.25,2.89,-10.85,0,12.06,29.81,43.22,5.47,4.14,142.39,16.89,15.49,26.57,1.32,3.65,224.85,36.67,9.73,14.23,8.87,8.34,63.33,130.68,121.17,476.86,91.26,11.86,73.19,2.17,0,3.81
(주)라파스,214260,2019/12,7.33,0.74,89.19,0,-11.58,-17.87,15.24,-0.75,0.48,19.83,-3.5,4.75,6.47,0.4,123.45,84.35,43.17,0.39,6.2,11.26,1.01,56.83,24.32,817.27,1144.78,767.76,42.28,123.53,1.56,0,0.29
(주)랩지노믹스,084650,2019/12,34.93,2.9,5.06,0,5.72,9.96,23.04,2.6,0.38,183.3,3.84,6.45,27.56,0.69,7.09,20.47,40.36,3.18,1.93,54.22,4.75,59.64,62.66,316.31,584.36,309.63,46.45,18.79,1.84,0,1.99
(주)러셀,217500,2019/12,12.41,10.26,7.32,10059.21,1.73,14.05,0.31,85.97,-0.01,104.62,1.57,12.9,22.45,0.94,-6.6,31.24,20.62,11.52,9.75,2.59,6.04,79.38,12.54,691.82,1264.78,329.56,65.24,196.89,5.69,-13.2,9.62
(주)레고켐바이오사이언스,141080,2019/12,12.03,29.35,18.48,0,14.24,31.93,1.52,457.77,-3.44,861,5.38,9.08,18.65,0.41,22.91,138.25,68.87,14.19,3.94,122.78,11.86,31.13,20.29,761.6,1996.66,760.34,66.17,463.47,2.7,0,12.04
(주)레드로버,060300,2019/12,252.52,-1048.24,-73.89,0,-41.68,-16.63,29.9,-28.59,0.89,-9090.93,-12.17,0.36,-292.55,0.12,-85.11,-24.73,-21.41,-167.51,0.41,70.34,11.62,121.41,273.27,41.18,30.47,40.71,-39.79,0.42,0.5,0,-126.75
(주)레드캡투어,038390,2019/12,97,8.58,6.42,52.31,17.25,17.25,46.29,5.96,2.5,52.43,10.44,58.37,42.35,0.62,-16.56,-1.37,83.8,13.77,21.97,1214.23,0.76,16.2,153.41,25.68,3805.25,25.54,-28.45,10.75,1.02,35.74,5.36
(주)레몬,294140,2019/12,418.84,-18.67,172.07,0,-8.67,-5.42,28.78,-3.38,3.52,7.45,-4.38,3.27,2.46,0.74,134.75,57.94,2.77,-41.22,16.72,12.96,1.04,97.23,419.46,33.75,124.64,28.17,-53.41,12.77,1.11,0,-13.78
(주)레이,228670,2019/12,15.16,17.79,75.22,69.32,8.89,36.77,5.1,83.95,0.06,489.18,7.35,21.03,28.79,1.05,79.68,35.7,41.81,24.47,3.31,12.69,22.66,58.19,24.97,622.07,1877.92,565.6,63.33,97.24,4.48,71.03,18.72
(주)레이언스,228850,2019/12,6.03,16.34,8.71,-11.01,11.47,78.56,0.04,717.29,-1.51,128.42,5.58,12.82,17.93,0.51,8.43,1.81,40.23,8.9,2.43,4.15,3.64,59.77,7.65,1318.55,2447.87,1112.68,68.2,147.22,7.36,9.9,8.29
(주)레이크머티리얼즈,281740,2019/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)로보로보,215100,2019/12,6.51,9.68,-0.45,-57.33,16.34,109.91,0.22,277.45,-3.52,85.3,7,6.33,8.48,0.43,-13.43,-23.29,37.76,4.38,4.81,6.2,4.42,62.24,6.81,917.68,1382.52,802.55,49.84,12.26,7.83,-78.93,4.14
(주)로보스타,090360,2019/12,67.83,-2.76,-2.75,0,-6.57,-15.99,1.67,-92.17,-0.38,53.67,-6.78,35,8.19,1.02,-3.04,-10.05,8.53,-4.77,2.84,7.31,6.85,91.47,73.55,193.5,1955.46,158.94,36.54,44.15,2.47,0,-2.8
(주)로보티즈,108490,2019/12,2.96,9.94,-6.73,-20.01,10.97,86.39,0.04,86.19,-1.51,33.47,3.85,4.04,12.1,0.34,-10.51,-5.78,47.6,3.65,6.8,4.06,0.95,52.4,4.67,2051.33,1097.26,1738.83,55.26,496.79,4.52,-57.44,3.37
(주)로지시스,067730,2019/12,46.11,-2.97,-6.59,0,3.01,11.75,3.74,17.08,-0.33,1627.28,4.16,7.16,73.06,1.33,-4.75,-16.43,10.63,-6.13,7.77,82.67,29.26,89.37,54.82,249.1,335.16,246.48,44.4,101.88,3.77,-39.89,-3.96
(주)루멘스,038060,2019/12,74.93,-39.49,-25.53,0,-2.71,-4.48,18.46,-17.9,0.73,-88.74,-1.97,5.95,-14,0.62,-32.46,-9.47,-10.06,-40.67,9.34,5.22,4.12,110.06,78.71,110.39,458.45,91.41,4.36,12.64,1.56,0,-24.49
(주)루트로닉,085370,2019/12,39.77,-0.02,0.41,0,-2.34,-2.85,23.91,3.59,0.26,100.91,-0.9,7.51,10.08,0.39,23.75,14.71,43.94,-0.01,2.78,3.99,3.85,56.06,46.15,230.02,1331.65,198.52,35.38,4.75,1.25,75.18,-0.01
(주)룽투코리아,060240,2019/12,5.97,35.1,17.61,2.43,-6.4,-38.63,0.04,-4.04,-1.61,930.92,-2.21,2.28,17.81,0.37,-2.21,-15.81,70.98,14.45,4.57,0,16.13,29.02,6.08,995.24,604.96,995.24,50.37,34.2,4.11,0,13.13
(주)리노스,039980,2019/12,48.45,-0.09,19.3,0,8.49,18.69,10.24,0.2,-0.1,730.33,6.21,4.2,14.46,0.79,21.01,13.45,35.62,-0.1,20.71,1.79,40.9,64.38,49.72,278.85,375.29,150.33,57.88,65.35,2.89,-96.25,-0.08
(주)리더스코스메틱,016100,2019/12,143.39,-135.15,-27.71,0,-30.31,-17.82,47.66,-8.77,3.04,-133.67,-12.49,4.35,-32.29,0.35,-44.52,-49.71,34.52,-103.89,10.33,3.56,1.34,65.48,234.23,53.92,316.06,30.5,-19.77,15.92,0.63,0,-46.72
(주)리드,197210,2019/12,0,-291.23,-71,0,-57.75,-15.9,131.84,-1.06,7.09,-12673.71,-32.45,1.69,-141.64,0.25,-46.61,-47.57,0.24,0,1.06,0,10.82,99.76,0,43.9,0,43.9,-113.55,0.01,0.27,0,-73.58
(주)리드코프,012700,2019/12,16.11,6.99,-9.84,28,11.56,10.81,6.62,14.51,0.65,1260.22,6.36,31.28,9.23,0.52,-94.04,10.16,20.5,9.7,112.94,344.22,78.56,79.5,142.64,91.88,2344.42,87.93,-0.54,22.41,0.84,17.7,3.65
(주)리메드,302550,2019/12,10.42,23.52,62.45,0,7.83,14.07,19.31,29.08,0.54,76.08,4.16,6.75,24.85,0.66,118.94,131.76,57.55,24.53,12.82,6.78,1.79,42.45,41.92,821.8,845.75,698.32,53,593.19,1.78,0,15.46
(주)링네트,042500,2019/12,60.52,5.57,3.09,114.87,3.51,13,0.71,29.22,-0.56,2344.43,4.92,17.32,29.58,1.43,-2.96,-4.82,13.82,13.27,5.19,23.76,147.12,86.18,61,220.03,759.17,203.67,45.12,43.17,3.55,88.3,7.94
(주)링크제니시스,219420,2019/12,8.59,7.03,4.75,-66.78,16.57,59.13,0.78,128.61,-4.04,320.01,4.93,9.82,18.44,0.3,8.86,-4.5,27.77,2.4,6.33,366.92,5.2,72.23,9.1,1132.21,3023.7,1131.32,81.23,190.12,2.85,-46.37,2.14
(주)마니커에프앤지,195500,2019/12,44.03,2.95,10.69,-27.78,4.9,22.44,12.76,8.66,0.51,63.7,8.37,22.09,28.09,1.79,15.41,0.42,14.27,9.78,7.73,10.06,3.82,85.73,59.46,187.1,706.97,132.74,24.05,60.04,3.9,-29.65,5.29
(주)마이크로디지탈,305090,2019/12,16.1,-160.39,98.31,0,-83.6,-60.77,9.52,-103.17,-0.98,-87.74,-14.14,2.4,-11.15,0.22,78.26,-16.88,-4.08,-47.2,3.01,2.34,2.02,104.08,30.33,603.9,981.01,541.67,62.24,82.03,0.95,0,-36.07
(주)마이크로컨텍솔루션,098120,2019/12,10.4,2.56,4.34,0,-0.72,-5.47,1.62,60.28,-0.44,69.07,-0.66,8.24,25.68,0.94,14.18,39.29,13.77,2.71,7.63,11.24,2.39,86.23,13.76,572.43,788.42,475.62,43.18,94.09,8.25,0,2.41
(주)마이크로프랜드,147760,2019/12,28.94,-12.65,-5.65,0,12.3,26.36,12.14,-12.4,0.19,42.69,7.74,6.78,17.29,0.61,-13.5,-9.59,11.11,-10.64,10.45,2.77,1.29,88.89,41.6,216.44,760.28,118.9,23.8,79.79,2.24,0,-7.73
(주)마크로젠,038290,2019/12,37.64,10.67,24.4,105.02,13.33,15.05,16.48,8,-0.98,158.59,5.63,17.16,19.41,0.47,-26.62,7.37,33.09,7.37,4.29,6.34,3.19,66.91,59.69,181.84,2545.94,161.45,19.29,23.79,1.45,-25.35,4.99
(주)맘스터치앤컴퍼니,220630,2019/12,62.34,3.53,7.72,-29.55,7.03,39.59,17.77,64.56,-0.14,96.04,16.07,30.51,32.1,2.37,30.71,11.46,28.7,14.13,60.63,16.09,7.22,71.3,68.31,145.23,790.02,98.37,16.75,24.26,5.82,-6.08,8.38
(주)매직마이크로,127160,2019/12,155.89,-50.74,-12.3,0,2.27,1.66,21.68,-1.34,4.54,-1968.54,1.02,9.04,-14.85,0.42,-10.57,-17.63,4.54,-45.68,1.69,8.13,4.78,95.46,158.56,76.71,764.68,70.33,-14.04,1.31,0.78,0,-21.2
(주)매커스,093520,2019/12,85.24,9.38,17.47,-45.3,4.88,5.77,0.22,55.97,-0.12,268.48,2.67,6.81,11.63,0.59,22.53,-36.45,22.48,9.64,6.79,3.93,12.89,77.52,86.15,177.83,667.81,133.32,35.64,36.49,1.39,-53.29,5.55
(주)맥스로텍,141070,2019/12,111.65,-27.04,-16.1,0,4.15,3.27,40.23,-4.24,4.06,11,2.05,2.7,6.58,0.45,-31.62,-37.36,-14.96,-31.86,4.25,28.37,0.79,114.96,168.32,81.29,193.84,76.66,-7.78,7.22,0.73,0,-12.18
(주)머큐리,100590,2019/12,11.74,2.1,13.26,-82.82,6.93,22.55,14.99,10.14,-0.22,96.57,7.32,15.04,19.76,1.12,22.1,-17.06,14.9,3.36,16.31,5.78,5.1,85.1,48.07,939.33,961.44,739.73,66.55,362.72,3.77,-79.28,2.36
(주)멀티캠퍼스,067280,2019/12,56.77,6.3,41.84,5.4,6.12,18.8,17.49,27.37,0.09,2304.18,8.75,92.78,59.82,1.68,-2.52,20.31,24.13,17.96,6.75,0,63.4,75.87,87.13,134.14,3467.1,134.14,10.36,11.43,4.07,8.77,10.56
(주)메드팩토,235980,2019/12,1.81,0,0,0,0,-758.39,0.99,-53.6,-1.39,-241.03,-18.84,0,-11.17,0,0,0,0,-17.17,0,0,0,0,2.55,5323.93,1558.71,5323.93,92.44,12.13,0,0,-16.75
(주)메디아나,041920,2019/12,11.88,14.01,14.31,64.23,16.71,102.35,0.2,828.55,-0.13,152.85,12.35,11.07,27.66,0.79,18.32,4.24,35.54,12.45,3.96,5.47,3.06,64.46,13.72,540.3,1317.12,398.16,45.98,218.23,6.99,105.05,11.05
(주)메디콕스,054180,2019/06,89.31,-9.48,6.4,0,-3.77,-2.73,51.4,0.49,4.55,12.66,-1.7,2.02,9.83,0.46,35.05,80.1,16.53,-12.06,17.42,22.87,0.58,83.47,164.92,48.1,156.23,41.32,-17.5,26.38,0.73,0,-4.41
(주)메디톡스,086900,2019/12,53.93,11.37,4.67,-68.08,22.59,27.43,25.23,9.31,1.08,52.49,10.52,63.12,20.02,0.48,-0.18,-2.91,63.75,8.64,3.39,7.78,1.09,36.25,62.22,72.27,8240.18,52.16,-9.22,6.1,1.28,-76.66,5.42
(주)메디프론디비티,065650,2019/12,5.8,-10.22,-9.79,0,-14.75,-145.16,0.14,-1812.66,-1.28,-186.95,-13.2,1.18,-0.57,0.85,-12.25,-12.45,4.85,-9.65,12.42,3.89,446.6,95.15,10,1718.09,120.18,1222.59,85.3,44.72,8.4,0,-8.67
