회사명,거래소코드,회계년도,유동부채비율(IFRS연결),매출액순이익률(IFRS연결),총자본증가율(IFRS연결),순이익증가율(IFRS연결),CASH FLOW 대 매출액비율(IFRS연결),CASH FLOW 대 부채비율(IFRS연결),차입금의존도(IFRS연결),이자보상배율(이자비용)(IFRS연결),금융비용 대 총비용비율(IFRS연결),설비투자효율(IFRS연결),CASH FLOW 대 총자본비율(IFRS연결),자본금회전률(IFRS연결),총자본투자효율(IFRS연결),총자본회전률(IFRS연결),유동자산증가율(IFRS연결),매출액증가율(IFRS연결),매출액총이익률(IFRS연결),자기자본순이익률(IFRS연결),매출채권회전률(IFRS연결),재고자산회전률(IFRS연결),유형자산회전율(IFRS연결),매출원가 대 매출액비율(IFRS연결),부채비율(IFRS연결),유동비율(IFRS연결),자기자본배율(IFRS연결),당좌비율(IFRS연결),순운전자본비율(IFRS연결),현금비율(IFRS연결),타인자본회전률(IFRS연결),정상영업이익증가율(IFRS연결),총자본순이익률(IFRS연결)
(주)동운아나텍,94170,17-Dec,40.28,-5.68,0.42,0,0.24,0.81,19.8,-13.85,0.19,1593.88,0.31,18.36,18.43,1.28,-8.72,0.58,24.67,-10.53,5.02,5.83,96.65,75.33,61.74,249.94,886.15,167.15,37.34,49.3,4.17,0,-7.29
(주)동원개발,13120,17-Dec,15.49,17.87,7.59,2.69,17.24,89.19,0.19,999999999,-0.46,12058.93,13.8,12.4,23.99,0.83,7.11,5.36,27.49,18.31,2.75,3.47,477.35,72.51,18.3,742.1,1310.01,604.86,84.08,188.61,4.35,9.07,14.82
(주)동일기연,32960,17-Dec,9.21,21.12,9.46,27.39,15.21,74.1,0,999999999,-2.21,522.16,7.27,7.35,31.78,0.5,16.32,21.74,41.52,11.87,8.97,3.5,7.73,58.48,10.88,951.9,1340.19,779.71,70.79,55.65,5.12,120.54,10.56
(주)동진쎄미켐,5290,17-Dec,126.4,5.73,1.46,72.56,12.25,24.08,47.59,5.59,1.7,71.64,14.42,31.77,31.09,1.19,14.37,2.64,18.82,19.73,6.45,11.66,2.51,81.18,149.32,89.53,1027.09,68.77,-5.31,21.59,1.83,58.37,6.79
(주)두산테스나,131970,17-Dec,33.73,19.06,22.99,1115.38,36.79,59.41,17.31,22.88,0.46,72.47,18.04,13.78,42.19,0.54,35.85,55.84,24.59,14.33,12.47,0,0.93,75.41,43.62,138.44,1956.16,138.44,9.03,90.37,1.93,0,10.31
(주)듀오백,73190,17-Dec,16.61,3.42,3.11,0,-5.23,-35.26,0.08,108.72,-2.3,93.65,-5.17,6.49,21.57,1,23.44,19.63,29.38,4.05,10.47,7.99,4.19,70.62,17.18,310.63,558.6,230.71,29.85,77.09,6.52,0,3.44
(주)드래곤플라이,30350,17-Dec,132.52,-128.62,-25.31,0,-23.84,-6.26,50.29,-4.35,5.55,3.98,-3.59,1.02,3.44,0.13,-76.14,-30.84,0,-36.56,6.44,0,0.16,0,133.84,6.87,289.79,6.87,-52.77,3.11,0.23,0,-16.54
(주)드림시큐리티,203650,17-Dec,14.77,-6.44,0,0,-2.62,-14.67,7.04,6.86,0.33,378.04,-2.68,7.11,33.83,1.02,0,0,26.84,-8.05,5.65,58.93,11.42,73.16,22.31,484.42,569.08,470.06,46.42,153.39,5.6,0,-6.58
(주)드림어스컴퍼니,60570,17-Dec,8.41,-20.29,161.36,0,-2.47,-9.96,3.65,-19.57,0.1,178.79,-1.31,3.53,1.66,0.77,84.61,32.72,22.01,-18.57,6.85,4.46,29.19,77.99,15.13,782.91,478.14,626.78,49.9,239.67,4.77,0,-15.58
(주)드림티엔터테인먼트,220110,17-Dec,243.82,3.85,73.49,0,19.47,33.19,2.61,203.01,-0.08,890.15,23.53,19.2,21.24,1.53,130.21,52.1,16.91,9.56,15.96,0,53.18,83.09,243.82,113.84,433.26,113.84,9.81,70.93,2.4,75.72,5.91
(주)디딤,217620,17-Dec,57.89,3.37,0,0,3.94,11.88,26.27,1.66,1.01,200.98,5,19.55,47.8,1.27,0,0,52.26,7.52,24.87,20.73,5.15,47.74,72.78,123.44,888.85,105.15,7.85,66.86,3.02,0,4.28
(주)디모아,16670,17-Dec,47.87,1.53,2.3,-4.48,-2.01,-8.26,3.51,13.98,-0.81,179.29,-2.68,5.64,8.17,1.34,-2.25,0.91,11.33,2.97,4.45,48.63,51.75,88.67,47.87,226.82,285.11,221.21,41.06,101.06,4.25,-35.37,2.05
(주)디바이스이엔지,187870,17-Dec,61.47,6.53,-4.48,65.79,6.49,24.27,7.23,75.5,-0.1,147.05,9.38,48.53,22.46,1.41,-5.99,62.89,17.41,20.12,12.01,5.9,9.28,82.59,63.06,208.17,1442.45,150.86,40.78,102.23,2.61,78.23,9.22
(주)디스플레이테크,66670,17-Dec,10.78,5.7,-7.45,18.59,-0.78,-3.5,4.04,31.42,-0.44,41.03,-0.39,8.85,6.79,0.48,-20.8,-7.26,14.96,3.22,4.36,25.21,2.75,85.04,12.46,435.94,1587.47,410.71,32.21,12.78,3.05,80.37,2.71
(주)디아크,78590,17-Dec,24.41,6.49,27.73,4.18,10.41,40.79,10.62,9.72,0.29,141.41,15.14,6.22,33.08,1.63,15.52,2.34,18.96,16.44,11.99,99.31,5.06,81.04,58.99,319.23,268.97,309.98,33.65,224.27,4.58,9.45,10.59
(주)디알텍,214680,17-Dec,19.81,-4.68,15.67,0,-12.88,-29.39,28.83,-6.86,0.3,235.75,-11.49,9.51,22.11,0.96,13.49,5.91,41.05,-6.75,2.69,3.73,9.58,58.95,64.18,595.42,641.33,388.24,59.77,29.64,2.84,-143.31,-4.47
(주)디앤씨미디어,263720,17-Dec,10.67,17.09,0,0,13.23,93.1,0,999999999,-0.84,356.49,9.82,4.41,22.68,0.74,0,0,0,14.19,9.77,95.7,11.67,0,11.8,968.57,531.09,960.44,82.86,164.91,7.04,0,12.69
(주)디에스앤엘,141020,17-Dec,9.48,5.28,23.77,0,-22.73,-203.56,7.92,2.16,1.58,2078.02,-29.63,2.78,11.79,1.44,82.82,-7.23,13.56,13.42,6.45,39.86,11.97,86.44,17.03,905.82,139.77,830.53,65.26,297.95,3.33,0,7.61
(주)디에스케이,109740,17-Dec,102.36,-40.96,-8.96,-684.93,6.41,7.61,25.2,3.75,2.24,-83.64,4.06,15.42,-5.12,0.6,35.22,73.49,19.89,-42.51,5.1,21.07,5.37,80.11,114.21,142.41,780.6,139.23,20.27,83.83,1.13,190.83,-24.69
(주)디에이테크놀로지,196490,17-Dec,99.09,1.11,25.26,-71.74,-5.69,-11.81,29.83,2.95,1.02,52.43,-6.26,32.05,12.71,1.22,15.55,35.27,11.47,2.87,2.8,42.24,4.63,88.53,112.63,124.56,1312.46,116.21,11.45,14.22,2.33,53.64,1.36
(주)디에이피,66900,17-Dec,92.18,1.77,-3.78,115.96,8.75,19.35,32.06,2.4,1.03,55.27,11.33,26.2,37.57,1.27,2.79,20.21,6.17,5.71,12.54,8.25,1.83,93.83,141.38,75.67,837.56,33.69,-9.29,5.35,2.1,51.32,2.25
(주)디엔에이링크,127120,17-Dec,5.3,2.33,-3.07,0,-21.62,-221.99,0,0.76,8.17,193.01,-12.49,3.4,24.78,0.57,12.66,26.09,43.08,2.65,4.31,6.04,3.68,56.92,5.96,1205.37,440.64,1050,55.34,400.88,1.14,0,1.33
(주)디엔에프,92070,17-Dec,14.85,17.79,8.92,26.79,22.56,80.92,13.99,46.19,0.09,70.51,16.41,13.82,35.48,0.76,26.86,27.75,38.85,17.34,23.45,5.19,1.41,61.15,25.44,322.19,1514.45,218.29,26.3,81.11,3.42,24.85,13.5
(주)디엠에스,68790,17-Dec,108.7,1.44,11.24,-89.23,4.91,8.09,27.91,5.62,0.97,96.12,4.42,23.62,16.75,0.95,32.11,7.99,22.78,2.91,0,17.08,4.92,77.22,120.78,101.75,1178.47,89.53,0.86,10.92,1.79,-50.26,1.36
(주)디오,39840,17-Dec,32,11.72,16.85,-51.35,9.13,15.78,16.44,19.64,1.39,64.65,4.92,12.46,25.56,0.58,8.43,7.41,68.6,8.94,1.6,6.53,1.5,31.4,45.24,250.78,1536.43,208.68,33.22,21.49,1.99,-10.67,6.79
(주)디와이디,219550,17-Dec,15.48,10.1,0,0,8.76,91.64,4.45,79.55,-0.23,12595.93,12.52,11.61,28.73,1.43,0,0,53.58,16.72,9.9,12.11,626.76,46.42,15.82,666.16,701.43,577.82,75.66,216.86,10.46,0,14.44
(주)디이엔티,79810,17-Dec,124.93,1.71,22.94,0,-2.5,-9.74,42.02,4.17,0.26,73.2,-6.05,41.77,28.78,2.67,-2.21,296.44,7.95,12.53,9.9,22.44,8.28,92.05,163.69,111.04,628.98,96.13,5.23,30.48,4.2,0,4.56
(주)디지아이,43360,17-Dec,5.96,2.19,0.02,0,2.69,17.09,0.63,32.97,-1.04,33.15,1.27,5.5,8.03,0.47,-5.78,30.41,26.14,1.11,3.09,7.35,1.93,73.86,8,972.42,1082.1,877.25,48.18,12.18,6.26,0,1.03
(주)디지털대성,68930,17-Dec,34.43,9.19,10.52,3.26,14.44,42.66,3.82,81.59,-0.86,209.85,12.4,8.06,27.37,0.9,2.98,7.58,49.88,10.78,25.64,97.31,6.45,50.12,41,116.08,620.15,112.83,3.93,36.17,3.13,26.71,8.29
(주)디지틀조선일보,33130,17-Dec,10.56,13.41,7.45,13.67,17.68,92.84,0,999999999,-1.86,830.86,9.06,2.13,31.38,0.53,15.97,0.97,27.51,7.85,7.43,461.7,11.8,72.49,10.81,682.2,373.17,680.95,55.47,86.25,5.72,17.21,7.12
(주)디티앤씨,187220,17-Dec,42.49,8.21,10.7,60.18,7.79,8.12,31.55,4.67,2.3,42.47,3.17,10.11,24.32,0.43,-0.45,23.34,42.14,5.27,3.55,0,0.7,57.86,63.91,96.1,1506.14,96.1,-1.01,32.15,1.14,81.8,3.51
(주)딜리,131180,17-Dec,8.13,4.99,5.34,-38.33,6.13,66.04,0,2467273.56,-0.59,74,5.08,17.34,12.99,0.85,6.29,31.74,28.46,4.55,8.89,6.47,4.81,71.54,8.34,850.69,1930.23,674.51,56.35,137.63,13.57,-34.07,4.25
(주)라이온켐텍,171120,17-Dec,16.22,2.88,-1.73,-77.09,10.76,80.07,4.57,119.65,-0.06,38.42,11.28,17.08,15.88,1.04,-0.21,8.85,16.34,3.53,6.81,13.09,2.44,83.66,16.41,343.25,1398.88,282.91,33.9,154.43,6.84,-57.08,3
(주)라이트론,69540,17-Dec,77.15,-3.69,23.88,-614.49,-4.71,-11.26,24.37,0.05,2.58,106.17,-5.14,22.53,15.95,1.21,20.13,98.41,13.3,-7.42,5.96,5.79,7.24,86.7,83.86,156.27,1099.29,114.08,23.61,13.66,3.06,-78.45,-4.46
(주)랩지노믹스,84650,17-Dec,36.29,-13.85,-7.74,0,2.99,4.24,28.94,-3.33,0.96,109.94,1.86,5.78,18.28,0.6,-9.88,3.11,38.15,-14.5,1.9,40.25,3.81,61.85,78.4,274.08,518,265.68,35.41,6.11,1.39,0,-8.27
(주)러셀,217500,17-Dec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(주)레고켐바이오사이언스,141080,17-Dec,35.66,-58.64,-8.17,0,-48.18,-32.42,18.51,-7.27,2.46,-30.59,-12.92,4.43,-2.79,0.26,-8.89,32.43,30.47,-23.89,1.57,32.08,3,69.53,66.26,256.29,968.53,250.98,33.52,48.88,0.71,0,-15.06
(주)레드로버,60300,17-Dec,8.56,-29.75,-1.02,-1595.45,-49.88,-90.64,11.75,-3.36,2.47,-11.21,-10.89,1.64,-0.08,0.22,-3.3,-14.9,2.34,-7.35,0.79,4.14,21.05,97.66,13.65,683.63,646.35,614.08,43.93,46.03,1.79,-314.94,-6.46
(주)레드캡투어,38390,17-Dec,142.9,3.29,7.1,-24.96,29.42,24.82,55.39,2.52,3.03,45.68,17.09,60.64,37.58,0.6,26.29,11.32,0,6.21,15.68,1647.78,0.71,0,220.99,29.01,3253.25,28.85,-31.61,9.25,0.88,-4.93,1.97
(주)레이언스,228850,17-Dec,9.94,13.52,3.2,-0.83,13.61,74.44,2.95,28.32,-0.65,105.99,7.38,12.84,18.39,0.55,3.28,8.19,38.06,8.55,5.31,4.08,3.09,61.94,11,799.53,2129.35,644.18,62.61,117.95,4.87,-3.76,7.44
(주)레이크머티리얼즈,281740,17-Dec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(주)로보로보,215100,17-Dec,6.54,-7.76,0,0,-7.34,-38.84,5.07,164.64,-0.7,7.43,-4.31,8.74,0.86,0.59,0,0,40.52,-5.13,5.38,6.3,5.05,59.48,12.49,1128.01,1321.94,967.63,59.81,153.47,5.29,0,-4.56
(주)로보스타,90360,17-Dec,138.36,3.62,-2.79,12.65,2.77,7.15,11.5,28.7,0.17,108.9,4.39,52.95,21.2,1.56,-3.17,36.11,14.52,16.14,3.86,7.56,8.09,85.48,159.12,140.4,1288.98,93.8,21.57,21.85,2.43,54.93,5.66
(주)로지시스,67730,17-Dec,49.22,1.63,8.6,14.03,-0.57,-2.35,0,999999999,-0.39,1721.55,-0.89,8.75,65.92,1.63,8.56,13.69,9.89,4.08,6.72,59.68,43.09,90.11,61.21,267.1,347.69,253.06,51.02,147.96,4.62,22.57,2.64
(주)루멘스,38060,17-Dec,46.22,0.32,-1.25,0,3.98,11.65,20.76,-4.5,0.32,49.97,4.16,15.3,13.51,1.04,-10.29,-10.25,13.86,1.47,16.92,4.76,3.85,86.14,55.58,173.87,888.33,98.23,21.95,54.09,2.79,-275.59,0.34
(주)루트로닉,85370,17-Dec,35.26,-8.17,2.61,-229.47,0.68,0.92,20.79,-2.99,-0.36,72.61,0.3,8.88,10.36,0.44,-1.42,1.51,51.9,-5.37,8.12,3.59,3.17,48.1,47.8,241.55,1043.22,186.57,33.77,12.88,1.43,-142.34,-3.61
(주)룽투코리아,60240,17-Dec,47.62,-69.88,-3.91,-3941.24,-4.14,-5.55,3.72,-0.04,1.18,-601.33,-1.8,4.73,-13.28,0.43,161.79,-26.62,60.8,-50.85,5.25,1265.75,2.34,39.2,47.98,205.78,479.96,205.78,34.04,18.84,1.11,-100.65,-29.75
(주)리노스,39980,17-Dec,31.29,4.9,-8.17,68.67,-2.9,-12.51,8.45,12.19,-0.1,985.58,-3.05,5.64,22.83,1.01,3.02,1.19,41.07,6.89,12.23,2.37,40.62,58.93,32.2,368.01,402.92,182.12,63.43,43.19,3.41,-6.62,4.94
(주)리더스코스메틱,16100,17-Dec,42.58,-5.66,1.21,-226.67,11.54,19.28,23.96,-0.16,0.61,26.98,8.37,15.6,10.25,0.73,-3.33,-22.82,31.04,-6.9,7.36,5.62,1.93,68.96,76.76,216.68,903.16,166.66,28.11,74.03,1.81,-101.32,-4.13
(주)리드,197210,17-Dec,442.82,-60.23,-17.26,-6304.03,1.49,1.59,40,-7.09,0.54,-3463.43,1.3,9.58,-38.77,0.79,-16.45,5.58,-1.94,-208.81,1.48,60.88,61.5,101.94,449,117.84,151.37,117.84,14.39,9.03,1.03,-1711.75,-47.71
(주)리드코프,12700,17-Dec,220.97,8.19,17.83,9.8,-28.09,-15.58,68.93,999999999,0,1258.65,-11.15,32.11,7.43,0.43,18.24,0.91,48.81,12.03,53.71,173.16,63.48,51.19,251.33,149.21,2303.04,149.06,30.95,3.05,0.61,-7.4,3.51
(주)링네트,42500,17-Dec,55.13,3.17,-2.36,38.99,-0.47,-2.3,2.17,205.22,-0.45,3244.67,-0.82,19.98,27.01,1.72,-5.45,15.17,9.94,8.91,4.76,44.78,201.08,90.06,55.23,243.28,735.34,231.04,50.89,51.27,4.44,11.09,5.45
(주)링크제니시스,219420,17-Dec,9.96,23.01,26.69,54.33,23.19,140.48,4.69,56.47,-1.28,370.08,17.89,56.77,52.79,0.86,32.53,15.69,41.58,23.58,5.01,922.55,5.4,58.42,14.59,918.65,6272.57,916.73,71.14,152.26,5.44,112.93,19.84
(주)마이크로컨텍솔루션,98120,17-Dec,8.29,-14.28,-7.72,0,2.67,16.54,1.36,-119.78,-0.68,28.65,1.74,6.5,9.78,0.63,-4.14,-0.8,8.21,-9.24,7.46,6.42,1.91,91.79,11.79,739.31,882.77,622.14,47.39,125.37,6.68,0,-8.96
(주)마이크로프랜드,147760,17-Dec,12.42,10.98,1.56,18.41,8.48,52.73,3.81,96.88,-0.51,146.73,7.59,9.35,33.5,0.9,-14.56,12.09,24.38,12.21,37.53,3.03,4.81,75.62,16.8,623.35,887.97,316.26,55.66,280.33,4.75,16.54,9.89
(주)마크로젠,38290,17-Dec,74.77,9.11,12.03,121.56,18.07,22.02,22.43,1.4,1.29,123.99,10.29,22.13,27.43,0.6,29.96,11.72,33.07,10.78,4.54,6.72,2.43,66.93,87.77,176.37,1999.27,154.08,30.41,61.32,1.28,-3.89,5.48
(주)맘스터치앤컴퍼니,220630,17-Dec,37.05,4.7,39.95,25.82,2.71,13.55,22.66,22.34,0.2,106.56,6.19,25.88,35.83,2.67,37.52,18.64,28.25,22.49,42.67,19.17,7.44,71.75,84.04,263.98,606.35,202.53,33.02,61.77,6.02,-8.49,12.53
(주)매직마이크로,127160,17-Dec,149.38,-5.91,-2.69,0,5.28,6.98,42.97,-1.99,1.99,27.49,4.43,24.74,15.89,0.83,-35.73,19.79,3.57,-13.16,8.07,7.48,1.38,96.43,173.43,40.57,1077.64,19.98,-32.47,0.89,1.29,0,-4.89
(주)매커스,93520,17-Dec,76.94,10.38,5.69,447.05,3.31,7.64,3.24,39.96,0.11,444.58,3.41,10.81,21.87,1.06,4.36,29,22.68,20.63,6.5,14.54,15.54,77.32,80.75,205.52,586.16,191.91,44.92,47,2.26,214.81,10.98
(주)맥스로텍,141070,17-Dec,94.93,-5.87,5.34,0,3.77,2.92,39.3,0.62,4.7,24.23,1.74,3.02,12.55,0.47,59.96,-3.59,12.93,-6.67,4.08,23.78,0.77,87.07,148.05,106.19,261.14,102.59,2.37,19.82,0.81,0,-2.78
(주)멀티캠퍼스,67280,17-Dec,30.89,6.18,7.9,-4.43,10.78,70.29,0,999999999,-0.31,2052.41,18.56,67.9,81.19,1.79,24.46,7.91,29.4,15.29,8.2,0,40.2,70.6,35.87,265.5,2839.16,265.5,37.62,82.44,6.57,-15.27,11.04
(주)메디아나,41920,17-Dec,14.63,7.65,2.97,-49.66,9.99,57.76,1.94,178.23,-0.05,183.88,9.36,12.11,31.46,0.95,-5.16,-1.93,33.87,8.94,5.15,4.63,4.05,66.13,19.33,470.06,1083.02,305.6,45.38,131.07,5.09,-27.91,7.27
(주)메디콕스,54180,17-Jun,104.08,-80.78,16.37,0,7.32,3.24,62.71,-0.24,3.15,-17.68,2.12,1.47,-14.28,0.31,164.43,-17.91,8.31,-63.44,28.34,36.91,0.42,91.69,189.21,44.93,174.87,42.94,-19.82,39.26,0.52,0,-25.19
(주)메디톡스,86900,17-Dec,67.11,40.37,20.09,23.72,31.39,30.85,29.36,43.71,1.74,80.43,14.62,64.08,30.69,0.51,50.37,36.01,80.91,42.17,5.34,19.61,1.08,19.09,90.09,75.08,7065.73,66.63,-8.8,19.21,1,19.94,20.52
(주)메디프론디비티,65650,17-Dec,3.17,-54.77,-5.44,0,-5.55,-77.73,0,999999999,-0.27,-145764.42,-4.42,1.49,-38.63,0.77,116.84,59.66,11.68,-45.51,19.62,6.56,2291.93,88.32,6.04,2613.6,168.14,2193.62,75.21,433.17,11.38,0,-42.42
(주)메지온,140410,17-Dec,38.54,-266.42,-22.8,0,-172.68,-46.22,11.04,-6.08,7.32,-1325.7,-13.03,1.35,-15.41,0.07,-25.15,-36.17,16.09,-28.08,3.93,2.17,10.5,83.91,39.25,344.02,1274.69,330.67,67.54,156.48,0.17,0,-17.51
(주)메카로,241770,17-Dec,13.33,30.34,200.82,999.74,17.5,94.79,0.36,150.03,0.15,252.68,13.29,23.87,39.61,1.14,393.64,120.3,52.83,44.76,16.11,7.75,4.8,47.17,16.31,717.08,2416.41,615.64,70.71,557.51,5.03,1300.15,34.61
(주)메타바이오메드,59210,17-Dec,117.46,-6.08,-0.34,-742.36,3.66,3.3,50.12,1.3,2.35,38.9,2,5.97,14.5,0.55,-6.67,-0.67,31.69,-8.41,5.32,4.32,1.38,68.31,153.12,78.53,420.69,52.18,-9.96,9.85,0.94,-41.97,-3.31
(주)멕아이씨에스,58110,17-Dec,13.16,-22.77,-9.15,0,-18.43,-10.68,60.4,-1.78,5.26,24.09,-6.97,3.21,12.68,0.36,-17.62,8.61,41.38,-21.98,5.07,3.25,0.71,58.62,188,794.99,293.6,538.75,31.75,341.89,0.57,0,-8.2
(주)멜파스,96640,17-Dec,73.98,-56.48,-21,0,-2.7,-2.95,36.55,-16.5,1.64,-86.28,-1.25,5.25,-18.6,0.41,-20.08,-32.98,-19.73,-38.47,7.12,3.83,1.46,119.73,74.14,81.27,650.48,71.86,-7.96,2.62,1.03,0,-23.13
(주)모다,149940,17-Dec,262.01,-36.6,72.49,0,3.17,1.34,49.16,-0.25,8.58,96.79,0.98,15.01,3.28,0.39,119.96,26.16,68.51,-209.67,7.58,15.34,9.32,31.49,265.42,73.21,83.37,70.28,-19.21,12.58,0.55,-188.64,-14.27
(주)모다이노칩,80420,17-Dec,88.93,12.48,11.44,70.56,19.34,16.56,30.89,5.33,1.63,45.95,9.2,15.64,19.61,0.5,8.56,70.32,63.9,14.03,6.35,6.78,1.2,36.1,125.07,92.31,1428.2,74.58,-3.04,21.62,0.89,105.29,6.26
(주)모두투어네트워크,80160,17-Dec,89.13,8.32,60.78,44.24,12.01,19.74,13.45,66.09,-0.37,498.43,10.33,36.95,33.21,1.06,38.09,22.72,96.25,20.56,7.88,2263.57,13.11,3.75,109.87,145.28,1410.83,145.19,19.23,36.99,2.03,59.58,8.82
(주)모바일리더,100030,17-Dec,7.18,7.32,-5.87,1144.3,16.64,103.47,0,999999999,-4.44,5891.45,6.94,8.13,32.01,0.4,-22.19,-0.56,38.67,3.09,3.75,0,81.75,61.33,7.18,596.08,1801.71,596.08,33.25,90.7,6.12,-29.56,2.96
(주)모베이스,101330,17-Dec,20.35,4.8,1.11,-49.64,9.96,73.45,0.9,65.08,-0.01,80.96,12.75,36.1,31.29,1.29,-1.13,12.39,16.27,7.73,10.94,15.44,2.82,83.73,21.01,270.21,2054.47,220.31,28.63,91.74,7.63,-30.47,6.18
(주)모베이스전자,12860,17-Dec,230.1,-6.13,-10.8,-352.73,4.87,7.89,47.63,-1.6,1.13,54.47,6,52.61,20.55,1.16,-18.82,-2.86,5.02,-27.13,4.58,7.14,2.92,94.98,317.78,82.62,937.67,52.22,-9.57,4.1,1.59,-187.96,-7.13
(주)모비스,250060,17-Dec,1.9,-114.21,0,0,-35.32,-85.39,0,-86.58,-1.69,-1558.36,-4.68,0.85,-18.08,0.13,0,0,35.79,-16.01,121.92,60.78,11.42,64.21,5.8,3961.7,603.82,3949.54,69.24,584.92,2.42,0,-15.13
(주)모헨즈,6920,17-Dec,137.87,2.08,4.48,36.43,3.5,7.9,8.62,12.03,0.09,57.67,4.94,21.49,20.04,1.44,7.42,4.55,7.16,8.64,4.66,10.96,4.07,92.84,167.05,109.78,376.57,83.93,5.05,19.55,2.27,-27.72,3
(주)미래SCI,28040,17-Dec,184.18,-34.88,15.27,0,-10.03,-5.63,47.61,-2.2,6.39,-112.05,-3.66,1.95,-6.01,0.39,4.34,15.75,2.25,-38.43,2.2,11.21,7.02,97.75,186.03,116.57,176.27,107.49,10.67,0.88,0.61,-311.01,-13.63
(주)미래생명자원,218150,17-Dec,19.5,-4.89,0,0,10.22,66.44,13.11,21.9,0.02,-11.64,13.51,23.93,-1.36,1.32,0,0,14.87,-8.11,7.73,13.79,7.54,85.13,25.53,516.62,1442.2,454.91,64.73,315.92,6.5,0,-6.46
(주)미래컴퍼니,49950,17-Dec,64.74,15.52,65.39,284.82,10.43,28.77,6.09,201.42,0.03,211.74,11.5,47.37,36.99,1.37,117.25,125.64,34.97,33.11,7.29,20.63,6.27,65.03,66.57,189.73,2580.56,170.83,34.87,61.41,3.86,552.36,21.32
(주)미래테크놀로지,213090,17-Dec,28.4,21.89,0,0,15.41,13.49,0,999999999,-2.45,1006.07,3.44,7.31,8.1,0.22,0,0,34.84,8.58,0.91,19.33,27.67,65.16,34.16,223.2,1864.88,217.76,26.08,60.61,0.88,0,4.88
(주)미애부,225850,17-Dec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(주)미코,59090,17-Dec,49.09,10.37,21.03,589.46,12.7,27.4,18.79,13.12,0.89,109.49,11.56,12.39,48.43,1,25.75,30.48,45.6,14.74,7.92,13.91,2.06,54.4,72.94,158.68,407.08,138.19,16.66,87.97,2.12,56.19,10.33
(주)미투온,201490,17-Dec,57.25,11.24,215.63,-18.95,7.25,2.35,17.59,11.43,0.3,3504.83,1.32,1.78,6.18,0.28,29.25,59.65,55.49,4.93,4.32,0,108.96,44.51,128.05,134.34,363.71,134.34,8.62,95.52,0.63,-3.91,3.11
(주)바른손,18700,17-Mar,9.38,-27.9,40.67,-105.21,-96.68,-97.98,3.22,-12.43,0.76,328.01,-10.92,0.36,9.65,0.13,517.73,-72.15,48.68,-1.48,29.11,6.5,3.18,51.32,12.54,522.64,278.07,497.65,35.23,474.55,0.62,0,-3.68
(주)바른손이앤에이,35620,17-Dec,30.07,-99.9,4.79,-176.86,51,46.08,21.85,-0.32,5.52,-126.44,22.24,0.93,-3.16,0.45,82.12,-24.54,0,-82.89,5.49,0,14.25,0,93.26,401.03,58.45,401.03,46.84,355.54,1.08,-108.46,-44.58
(주)바른전자,64520,17-Dec,121.74,-14.1,-23.68,-1528.9,-3.58,-11.24,43.34,-13.54,0.69,-9.65,-6.33,5.13,-3.47,1.53,-33.89,-30.26,-4.29,-44.73,8.72,5.66,4.52,104.29,128.68,102.86,125.43,58.13,1.52,6.67,2.96,-910.45,-21.59
(주)바이넥스,53030,17-Dec,23.11,-14.76,-5.27,0,7.65,17.21,15.36,-3.9,1.67,19.11,3.56,4.99,10.38,0.45,11.68,-4.97,36.4,-8.35,4.83,7.75,0.84,63.6,26.06,175.88,831.18,141.37,13.91,36.72,2.23,0,-6.68
(주)바이오니아,64550,17-Dec,74.43,-42.73,-7.87,0,-13.78,-10.16,32.17,-5.88,2.88,21.61,-5.46,2.53,7.17,0.38,17.5,7.21,58.52,-37.33,3.26,2.78,1.19,41.48,116.22,134.18,263.24,90.08,11.77,21.58,0.67,0,-16.24
(주)바이오로그디바이스,208710,17-Dec,24.07,4.91,21.43,-46.83,7.25,23.09,21.57,9.96,0.88,100.65,7.94,25.55,38.3,1.2,21.25,2.05,21.51,8.77,3.87,26.86,2.93,78.49,52.43,319.25,1542.88,284.71,34.63,123.36,3.68,-14.96,5.9
(주)바이오빌,65940,17-Dec,138.63,-50.01,88.53,0,-13.54,-5.42,50.31,-2.33,4.2,-26.89,-3.36,4.53,-4.54,0.32,39.74,54.11,39.9,-36.76,8.1,6.77,1.89,60.1,162.77,69.92,575.76,60.88,-15.87,5.75,0.62,0,-16.2
(주)바이오스마트,38460,17-Dec,40.82,5.11,0.51,679.53,-3.04,-4.97,24.48,2.74,1.55,138.96,-2.17,9.16,22.62,0.72,1.13,27.69,26.8,7.79,9.3,5.01,3.83,73.2,77.4,138.22,731.95,70.84,8.79,21.63,1.55,322.4,3.65
(주)바이오톡스텍,86040,17-Dec,72.94,4.6,24.5,33.22,22.12,19.82,25.59,4.47,1.7,69.56,9.46,3.53,23.68,0.47,-19.41,14.86,35.68,5.44,7.69,28.36,1.21,64.32,91.32,57.77,366.61,53.62,-16.1,30.99,1,-0.76,2.18
