회사명,거래소코드,회계년도,유동부채비율(IFRS연결),매출액순이익률(IFRS연결),총자본증가율(IFRS연결),순이익증가율(IFRS연결),CASH FLOW 대 매출액비율(IFRS연결),CASH FLOW 대 부채비율(IFRS연결),차입금의존도(IFRS연결),이자보상배율(이자비용)(IFRS연결),금융비용 대 총비용비율(IFRS연결),설비투자효율(IFRS연결),CASH FLOW 대 총자본비율(IFRS연결),자본금회전률(IFRS연결),총자본투자효율(IFRS연결),총자본회전률(IFRS연결),유동자산증가율(IFRS연결),매출액증가율(IFRS연결),매출액총이익률(IFRS연결),자기자본순이익률(IFRS연결),매출채권회전률(IFRS연결),재고자산회전률(IFRS연결),유형자산회전율(IFRS연결),매출원가 대 매출액비율(IFRS연결),부채비율(IFRS연결),유동비율(IFRS연결),자기자본배율(IFRS연결),당좌비율(IFRS연결),순운전자본비율(IFRS연결),현금비율(IFRS연결),타인자본회전률(IFRS연결),정상영업이익증가율(IFRS연결),총자본순이익률(IFRS연결)
(주)대한과학,131220,19-Dec,26.38,3.53,13.86,-31.29,5.62,26.6,3.04,41.33,-0.02,93.02,6.97,14.8,30.12,1.32,11.73,17.23,25.37,4.55,11.21,3.77,4.08,74.63,35.51,323.57,757.69,146.13,43.52,39.43,5.19,-15.07,4.67
(주)대호특수강,21040,19-Dec,66.49,0.34,-5.89,-67.39,3.06,8.24,35.57,1.93,1.16,56.84,4.22,5.28,19.47,1.34,-6.18,-2.71,6.49,0.96,3.95,6.88,3.96,93.51,105.15,169.87,186.55,111.72,22.64,7.95,2.54,-23.71,0.45
(주)더 미동,161570,19-Dec,23.41,-13.41,3.37,0,-6.24,-23.3,0.17,-22.62,-2.57,-578.81,-4.42,3.61,-4.28,0.72,-39.33,26.94,5.11,-10.73,7.73,22.86,7.34,94.89,23.41,251.82,417.01,226.23,28.8,121.3,5.86,0,-9.66
(주)더블유아이,73570,19-Dec,35.46,5.83,4.62,0,-14.76,-24.23,16.8,0.81,3.1,103.01,-6.72,3.42,10.09,0.47,24.78,489.31,31.75,3.82,14.29,10.67,4.77,68.25,38.38,221.76,535.99,188.46,31.2,79.87,1.61,0,2.71
(주)더블유에스아이,299170,19-Dec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(주)덕산테코피아,317330,19-Dec,6.65,18,86.13,-40.75,30.06,136,2.23,67.11,-0.75,50.98,11.7,7.38,19,0.51,110.48,-12.82,41.89,10.78,8.6,5.05,0.97,58.11,9.41,624.78,1580.1,489.96,31.91,103.05,3.28,-45.34,9.11
(주)덕신하우징,90410,19-Dec,53.56,1,-0.2,-82.66,8.62,28.61,20.56,2.49,0.47,53.38,10.92,37.2,19.44,1.27,-18.3,10.08,12.37,2.05,6.03,8.73,2.92,87.63,61.76,128.84,1813.77,81.75,9.55,18.64,3.29,-75.39,1.26
(주)데이타솔루션,263800,19-Dec,145.14,-0.66,19.15,0,2.66,7.2,18.85,1.04,0.2,1173.08,4.27,12.85,24.22,1.75,20.78,3.11,13.58,-2.61,5.14,16.42,99.81,86.42,146.19,141.08,324.55,119.04,24.22,53.96,3.14,0,-1.16
(주)덱스터스튜디오,206560,19-Dec,14.04,-13.89,-17.68,-374.62,18.11,89.77,5.28,-22.45,0.07,463.43,15.11,4.5,35.48,0.75,-43.07,41.48,0,-13.02,6.87,0,9.83,0,20.23,412.56,448.36,412.56,36.51,105.27,3.86,-359.16,-10.46
(주)덴티스,261200,19-Dec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(주)동구바이오제약,6620,19-Dec,44.77,12.06,27.28,230.48,3.73,9.93,17.18,16.2,0.18,102.99,3.52,26.08,28.67,1.06,22.27,19.46,56.44,19.14,5.97,7.7,3.61,43.56,54.96,187.51,1783.68,141.61,25.28,26.97,3.16,13.8,12.74
(주)동국알앤에스,75970,19-Dec,41.26,2.53,1.51,-23.21,5.78,12.62,16.05,4.38,0.73,50.65,4.68,5.53,13.69,0.82,2.97,0.21,16.82,2.99,3.63,4.13,2.96,83.18,59.02,190.95,406.57,114.74,23.6,27.65,2.2,-37.29,2.07
(주)동국에스엔씨,100130,19-Dec,40.84,2.82,0.4,0,-5.89,-15,11.75,7.46,0.25,29.7,-4.67,11.12,10.35,0.79,15.32,-12.47,12.21,3.69,5.31,4.12,2.21,87.79,45.15,201.57,916.35,130.04,28.58,23.98,2.51,0,2.24
(주)동방선기,99410,19-Dec,11.97,-4.15,2.11,0,-4.25,-17.95,0.48,-160.58,-0.86,25.81,-2.94,3.49,14.42,0.7,3.71,38.52,5.95,-3.41,4.92,8.31,1.24,94.05,19.6,434.84,421.51,342.73,33.52,9.09,4.66,0,-2.9
(주)동성화인텍,33500,19-Dec,111.31,6.66,28.28,0,2.5,3.77,40.38,7.3,1.39,54.59,2.41,18.32,22.78,1.08,71.44,34.63,20.11,19.99,10.2,4.14,2.23,79.89,177.23,135.74,686.55,62.23,14.35,21.84,1.69,0,7.21
(주)동아엘텍,88130,19-Dec,25.3,7.53,-1.35,-30.29,7.21,24.98,0.74,151.86,-0.56,100.44,5.47,36.4,18.1,0.75,-8.7,-19.95,25.34,7.4,4.89,8.35,4,74.66,28.02,341.28,2955.7,311.54,47.69,154.42,3.03,-20.61,5.67
(주)동양에스텍,60380,19-Dec,130.76,1.03,6.41,0,2.4,5.63,42.43,1.16,0.85,50.66,3.52,42.43,14.1,1.51,8.03,12.19,6.48,3.81,5.17,6.96,5.25,93.52,166.63,116.38,1029.7,74.49,8.03,12.28,2.46,58.93,1.55
(주)동우팜투테이블,88910,19-Dec,15.53,0.97,0,0,2.57,20.05,1.18,124.27,-0.7,146.89,3.09,20.95,15.4,1.2,0,0,7.96,1.39,15.87,54.57,9.8,92.04,18.25,396.89,1471.33,380.08,38.98,54.77,7.8,0,1.17
(주)동운아나텍,94170,19-Dec,69.46,12.06,29.68,0,-10.67,-19.94,36.58,-1.77,1.88,2789.6,-10.82,7.7,37.02,1.14,40.62,17.27,28.17,29.12,5.05,4.3,97.97,71.83,118.58,235.17,327.45,142.08,42.95,63.12,2.18,0,13.8
(주)동원개발,13120,19-Dec,18.14,13.18,5.94,-30.54,18.3,74.11,0.41,522.81,-1.06,4858.47,12.65,14.15,14.74,0.71,3.96,5.71,18.84,11.49,3.32,4.56,244.78,81.16,20.57,635.19,1698.39,556.85,80.5,297.88,3.86,-33.71,9.37
(주)동일기연,32960,19-Dec,7.88,7.18,-4.49,0,8.88,42.33,2.74,26.51,-2.57,322.79,4.4,5.96,26.22,0.48,-4.48,7.51,38,5.3,8.38,2.78,6.5,62,11.61,1071,1064.26,807.09,68.57,49.72,5.21,0,3.48
(주)동진쎄미켐,5290,19-Dec,120.2,6.71,10.55,22.69,9.77,17.81,43.05,7.93,1.59,77.34,10.17,34.05,29.78,1.09,12.93,5.81,21.3,17.78,6.25,9.83,2.59,78.7,133.3,94.8,1386.17,74.58,-2.68,26.41,1.87,47.73,7.33
(주)두산테스나,131970,19-Dec,41.43,22.12,207,31.93,39.24,21.19,39.29,12.14,1.96,46.05,11.09,26.06,20.99,0.43,314.13,48.36,31.44,17.5,13.04,0,0.85,68.56,109.82,222.99,4077.59,222.99,24.28,152.48,0.92,28.99,9.43
(주)듀오백,73190,19-Dec,17.24,-9.3,-4.28,0,-3.62,-21.83,2.62,-119.78,-0.06,32.12,-3.53,5.32,13.38,0.95,-0.2,-2.66,26.43,-9.87,7.56,6.97,2.4,73.57,19.28,285.64,457.87,186.51,26.82,35.27,7.08,0,-8.87
(주)드래곤플라이,30350,19-Dec,17.24,-94.55,0,0,-25.94,-61.89,4.28,-73.66,-1.02,43.08,-10.57,0.76,5.75,0.41,0,0,0,-46.47,28.89,0,3.05,0,20.6,388.03,154.59,388.03,41.18,325.16,2.39,0,-38.53
(주)드림시큐리티,203650,19-Dec,19.92,8.77,186.41,-19.5,9.55,21.11,13.82,28.48,-0.1,670.37,3.56,6.67,19.41,0.55,0.53,1.76,27.05,5.72,6.46,38.8,12.09,72.95,20.28,123.97,1270.74,117.64,3.97,24.19,3.61,-43.69,4.84
(주)드림어스컴퍼니,60570,19-Dec,42.21,-24.37,-16.09,0,3.11,11.42,1.89,-50.17,-0.34,-304.22,3.57,7.01,-9.45,1.05,-9.16,42.88,15.57,-34.56,8.09,16.7,51.73,84.43,45.51,273.77,414.76,259.44,50.41,178.61,4.01,0,-25.53
(주)디딤,217620,19-Dec,112.19,1.08,67.96,-48.22,5.1,7.58,58.65,1.3,1.76,242.59,5.46,33.85,40.07,1.34,26.82,29.12,48.8,4.24,32.7,11.05,5.28,51.2,257.23,81,886.64,43.4,-5.97,25.87,2.08,-21.44,1.45
(주)디모아,16670,19-Dec,78.91,-8.52,10.59,-202.71,18.89,8.52,3.18,44.68,-5.53,981.41,3.77,1.02,7.56,0.21,32.48,30.64,92.89,-3.42,0.54,56.1,8.86,7.11,79.12,190.86,281.8,190.16,40.03,57.42,0.52,310.2,-1.78
(주)디바이스이엔지,187870,19-Dec,68.23,10.76,44.86,-66.62,32.45,31.56,0.96,276.74,-1.1,120.79,12.99,12.75,13.55,0.47,62.93,-53.6,25.16,7.48,4.54,2.45,3.5,74.84,69.97,196.95,1873.64,137.59,38.92,83.39,1.49,-72.96,5.09
(주)디스플레이테크,66670,19-Dec,10.05,12.38,-2.49,80.01,43.08,102.43,2,43.18,-2.07,24.98,11.18,4.66,5.88,0.26,-7.24,-23.94,24.99,3.61,2.45,18.41,1.24,75.01,12.25,457.4,1601.19,444.4,32,74.05,2.1,83.59,3.17
(주)디아크,78590,19-Dec,180.53,-9.36,2.61,0,-2.18,-2.99,23.01,0.84,2.12,40.59,-1.96,5.94,8.44,0.91,10.89,48.9,19.03,-23.79,11.09,11.94,3.94,80.97,191.07,102.67,220.79,80.91,1.66,44.42,1.42,-21.45,-8.52
(주)디알젬,263690,19-Dec,76.91,9.1,36.21,17.57,4.14,8.16,9.72,114.19,0,135.66,3.95,10.61,26.82,1.1,38.44,6.11,28.96,17.88,5.63,3.92,5.12,71.04,93.86,176.08,574.3,101.87,30.18,43.31,2.5,8.74,10.01
(주)디알텍,214680,19-Dec,38.17,1.97,42.49,-24.17,6.88,9.79,33.69,3.63,0.54,301.34,4.64,10.27,25.9,0.79,37.65,7,45.83,2.75,2.77,4.07,6.64,54.17,89.93,340.28,762.81,250.32,48.29,95.41,1.84,-11.05,1.56
(주)디앤씨미디어,263720,19-Dec,27.29,11.52,22.48,-1.32,11.17,39.46,4.19,2138.85,-1.25,445.49,8.81,6.93,21.32,0.87,23.83,28.05,0,12.44,9.16,48.39,16.9,0,28.73,432.5,676.51,423.54,70.48,77.48,4.43,36.41,10
(주)디에스앤엘,141020,19-Dec,94.08,-88.86,-5.97,0,-46.26,-49.7,36.52,-2.26,9.3,-25746.83,-24.58,1.05,-33.61,0.51,-14.01,53.34,10.57,-96.01,5.42,3.31,30.26,89.43,97.83,175.64,74.06,172.48,35.97,3.2,0.97,0,-45.76
(주)디에스케이,109740,19-Dec,33.17,5.09,4.53,-68.34,3.73,6.12,18.03,3.28,0.78,44.37,1.66,7.51,12.33,0.45,-28.96,-35.14,25.25,5.7,4.29,17.73,2.28,74.75,37.23,153.58,1106.24,143.28,12.95,62.09,1.46,-75.41,2.31
(주)디에이테크놀로지,196490,19-Dec,81.73,-19.09,-22.51,0,10.21,19.65,32.51,0.11,3.89,-9.48,9.09,3.96,-1.8,0.78,-18.63,18.14,13.69,-29.14,4.39,31.81,4.68,86.31,86.1,145.52,228.56,140.39,19.99,31.34,1.59,-69.18,-14.85
(주)디에이피,66900,19-Dec,77.04,0.37,2.9,-86.74,9.12,19.71,29,0.42,0.71,53.93,10.93,23.78,33.12,1.22,19.92,-11.06,4.24,0.98,12.94,7.98,1.9,95.76,124.43,92.09,884.67,41.11,-2.71,12.18,2.24,-93.06,0.45
(주)디엔에이링크,127120,19-Dec,160.29,-84.24,-26.14,0,-9.31,-8.93,38.39,-6.69,1.71,-100.47,-5.6,2.8,-19.02,0.51,-34.96,4.68,18.97,-89.64,3.26,5.11,3.38,81.03,168.05,94.56,168.39,69.99,-3.26,41.29,0.98,0,-43.03
(주)디엔에프,92070,19-Dec,14.01,3.79,-4.7,-84.19,10.24,30.34,14.91,12.9,0.14,41.63,5.47,10.93,21.28,0.52,-15.87,-20.78,35.29,2.47,14.89,3.39,1.03,64.71,21.99,256.22,1677.58,116.55,17.94,26.38,2.59,-64.52,1.98
(주)디엠에스,68790,19-Dec,81.53,8.78,-4.66,13.49,-0.77,-1.11,28.78,7.21,1.53,137.1,-0.5,17.03,18.01,0.63,-15.9,-34.32,33.28,10.87,0,13.48,4.74,66.72,82.23,99.39,1440.9,88.68,-0.27,7.92,1.3,-25.16,5.56
(주)디오,39840,19-Dec,70.86,20.13,21.25,298.42,8.58,8.42,24.94,14.72,1.95,91.44,3.99,16.57,30.22,0.51,19.49,39.68,75.23,16.97,1.81,5.38,1.39,24.77,90.17,148.46,1834.85,122.27,18.06,11.27,1.08,330.04,10.27
(주)디와이디,219550,19-Dec,63.61,-6,0,0,-10.14,-22.84,34.77,-3.85,0.16,369.62,-9.34,8.47,5.66,0.92,0,0,33.93,-9.56,7.79,5.29,60.16,66.07,69.17,148.91,536.01,102.62,18.39,3.79,2.25,0,-5.53
(주)디이엔티,79810,19-Dec,87.14,-24.11,-23.35,0,-21.14,-22.48,46.63,-4.92,3.2,28.43,-13.63,5.57,16.22,0.56,-26.03,-60.42,0.58,-39.95,6.37,18.9,1.02,99.42,154.02,108.84,293.71,100.23,3.03,7.63,0.84,0,-13.49
(주)디지아이,43360,19-Dec,4.96,-21.9,-5.05,0,0.05,0.23,0,-188.41,-1.67,11.54,0.02,3.42,2.97,0.31,-14.47,-27.04,23.64,-7.24,2.49,5.12,1.21,76.36,7.03,950.71,1012.87,824.48,39.46,31.21,4.29,0,-6.72
(주)디지캡,197140,19-Dec,16.73,4.94,0,0,9.25,11.67,27.6,1.72,1.26,55.25,4.52,6.45,20.4,0.49,0,0,29.08,4.38,4.05,11.26,1.32,70.92,63.35,381.36,786.47,338.96,28.81,124.37,1.26,0,2.41
(주)디지털대성,68930,19-Dec,40.09,13.5,26.95,155.77,17.65,51.74,4.55,80.35,-0.78,258.09,17.42,12.5,36.81,1.1,41.4,31.55,48.08,19.7,23.52,194.84,8.22,51.92,50.76,143.72,738.54,141.93,11.63,46.57,3.39,67.33,14.91
(주)디지틀조선일보,33130,19-Dec,9.8,10.23,6.46,-33.95,16.93,66.65,2.59,31.03,-3.16,1102.08,6.67,1.82,23.18,0.41,1.7,-14.71,25.51,4.54,6.32,210.73,16.29,74.49,11.13,653.54,414.09,651.56,48.83,123.34,4.34,-53.85,4.16
(주)디케이앤디,263020,19-Dec,17.66,4.73,5.22,-24.16,3.54,19.89,3.65,19.37,-0.13,51.43,3.41,15.49,17.16,0.99,4.66,9.23,18.29,5.68,9.09,9.47,3.01,81.71,20.67,326.79,1325.89,256.44,33.19,89.97,5.56,-19.84,4.67
(주)디케이티,290550,19-Dec,95.57,2.35,59.45,0,1.46,8.8,4.81,53.53,-0.06,139.18,4.32,89.4,26.26,3.63,71.27,40.62,5.79,18.32,13.38,19.87,18.23,94.21,96.33,152.99,1417.04,112.28,25.79,42.11,6.78,48.45,8.53
(주)디티앤씨,187220,19-Dec,61.14,-5.76,18.77,-343.17,11.68,9.1,42.15,0.14,3.27,37.23,4.79,14.19,22.46,0.45,22.85,23.83,31.67,-4.49,3.61,251.38,0.71,68.33,111.1,85.18,1547.57,84.41,-4.29,36.21,0.88,-91.11,-2.57
(주)딜리,131180,19-Dec,8.13,5.17,2.84,-18.22,11.47,74.78,2.64,27.41,-1.21,68.11,7.28,13.79,11.88,0.64,-14.13,-7.63,29.01,3.66,10.53,6.16,3.43,70.99,10.78,729.51,1963.95,610.16,46.19,185.89,7.54,758.53,3.32
(주)라닉스,317120,19-Dec,7.64,-1.46,0,0,0.62,2.06,1.56,-0.02,0.41,402.59,0.27,1.89,8.73,0.44,0,0,61.55,-0.74,4.08,16.61,20.44,38.45,15.38,1353.36,368.68,1313.06,83.01,77.51,3.33,0,-0.65
(주)라이온켐텍,171120,19-Dec,16.79,6.86,-0.65,469.5,3.93,25.73,9.5,30.44,0.17,56.05,4.61,18.5,24.85,1.17,-3.85,13.14,16.45,10.14,7.25,11.24,2.5,83.55,21.84,274.86,1187.83,187.7,24.1,48.31,5.64,310.73,8.03
(주)라이트론,69540,19-Dec,109.37,3,-10.73,0,11.69,31.57,43.25,5.52,4.07,155.92,16.59,15.83,31.12,1.34,4.32,197.25,37.34,9.95,14.13,8.58,7.75,62.66,110.78,136.1,529.59,102.62,18.73,82.36,2.35,0,4.01
(주)라파스,214260,19-Dec,8.34,1.01,82.2,0,-9.42,-11.44,19.19,-1.6,0.63,20.16,-2.72,4.82,7.12,0.37,103.41,80.75,45.41,0.37,9.42,7.58,0.92,54.59,31.2,726.14,1146.61,646.85,39.81,127.5,1.24,0,0.38
(주)랩지노믹스,84650,19-Dec,34.93,2.9,5.06,0,5.72,9.96,23.04,2.6,0.38,183.3,3.84,6.45,27.56,0.69,7.09,20.47,40.36,3.18,1.93,54.22,4.75,59.64,62.66,316.31,584.36,309.63,46.45,18.79,1.84,0,1.99
(주)러셀,217500,19-Dec,12.41,10.26,7.32,10059.21,1.73,14.05,0.31,85.97,-0.01,104.62,1.57,12.9,22.45,0.94,-6.6,31.24,20.62,11.52,9.75,2.59,6.04,79.38,12.54,691.82,1264.78,329.56,65.24,196.89,5.69,-13.2,9.62
(주)레고켐바이오사이언스,141080,19-Dec,13.31,21.7,16.26,0,9.87,22.21,1.54,326.2,-3.02,275.49,4.01,9.58,18.63,0.44,19.32,127.81,60.54,12.61,3.99,41.43,5.13,39.46,22.06,722.38,1894.56,709.27,67.85,433.67,2.74,0,9.48
(주)레드로버,60300,19-Dec,314.15,-771.67,-74.73,0,-32.72,-17.77,29.06,-28.88,0.84,-8708.09,-13.74,0.47,-308.14,0.17,-84,-1.56,-13.07,-172.88,0.54,91.99,15.19,113.07,341.11,46.23,23.45,45.74,-38.3,0.47,0.69,0,-130.74
(주)레드캡투어,38390,19-Dec,97.61,8.59,7.02,57.94,16.48,16.87,46.17,6,2.42,53.28,10.23,60.25,42.79,0.64,-10.66,1.5,82.02,14.22,20.12,1253.3,0.78,17.98,154.16,27.81,3817.08,27.67,-27.72,11.15,1.05,37.3,5.52
(주)레몬,294140,19-Dec,418.84,-18.67,172.07,0,-8.67,-5.42,28.78,-3.38,3.52,7.45,-4.38,3.27,2.46,0.74,134.75,57.94,2.77,-41.22,16.72,12.96,1.04,97.23,419.46,33.75,124.64,28.17,-53.41,12.77,1.11,0,-13.78
(주)레이,228670,19-Dec,21.92,15.81,85.73,120.04,7.07,27.03,6.23,68.68,0.1,439.49,6.74,23.82,34.25,1.24,79.51,41.87,47.29,27.58,4.67,8.25,19.83,52.71,33.24,483.74,1729.44,411.2,63.14,95.01,4.29,112.66,19.6
(주)레이언스,228850,19-Dec,11.86,10.96,15.38,-6.61,9.57,31.95,6.62,50.99,-0.84,127.25,5.2,15.21,19.78,0.58,14.86,8.41,40.34,7.81,3.5,4.24,3.67,59.66,19.46,734.77,2342.19,609.57,63.05,119.2,4.46,7.61,6.38
(주)레이크머티리얼즈,281740,19-Dec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(주)로보로보,215100,19-Dec,8.08,7.88,2.02,-57.33,12.95,69.6,2.93,3.56,-2.28,83.42,6.58,7.77,11.26,0.51,-9.86,-20.18,41.38,4.38,5.89,6.45,4.23,58.62,10.45,781.68,1382.52,672.03,49.86,29.2,6.85,-95.75,4.04
(주)로보스타,90360,19-Dec,67.13,-2.55,-2.84,0,-6.7,-16.91,1.66,-104.9,-0.27,58.2,-7.13,36.35,8.95,1.05,-3.1,-8.26,7.86,-4.53,2.96,6.95,7,92.14,72.83,194.69,1977.74,157.19,36.78,45.71,2.55,-407.24,-2.67
(주)로보티즈,108490,19-Dec,3.3,9.83,-6.04,5.01,9.35,72.33,0.51,59.93,-1.31,38.4,3.65,4.49,14.19,0.38,-8.68,3.97,52.16,4.05,17.38,3.79,1.03,47.84,5.31,1866.12,1090.81,1532.65,55.28,478.21,4.78,-3.92,3.72
(주)로지시스,67730,19-Dec,46.11,-2.97,-6.59,0,3.01,11.75,3.74,17.08,-0.33,1627.28,4.16,7.16,73.06,1.33,-4.75,-16.43,10.63,-6.13,7.77,82.67,29.26,89.37,54.82,249.1,335.16,246.48,44.4,101.88,3.77,-39.89,-3.96
(주)루멘스,38060,19-Dec,104.66,-18.89,-16.35,0,0.65,1.43,26.9,-9.58,0.82,10.76,0.76,13.69,2.84,1.06,-15.52,-0.69,3.54,-41.78,7.26,4.93,3.82,96.46,113.28,110.48,496.41,66.93,5.14,15.18,2.24,0,-19.99
(주)루트로닉,85370,19-Dec,65.67,-9.98,-3.33,0,-3.89,-5.03,31.72,-4.97,0.65,116.91,-2.16,8.8,16.3,0.55,19.01,25.55,50.55,-9.19,8.13,3.98,4.01,49.45,75.14,177.86,883.34,143.8,29.2,10.53,1.32,0,-5.45
(주)룽투코리아,60240,19-Dec,7.28,5.44,2.56,-88.45,-5.3,-28.25,0.28,-11.55,-1.28,487.54,-2.01,2.36,10.86,0.38,0.16,-47.67,65.34,2.34,4.66,0,15.53,34.66,7.66,889.6,564.15,889.6,53.42,42.19,3.74,-184.27,2.09
(주)리노스,39980,19-Dec,48.05,-0.54,18.72,-118.72,7.79,17.14,10.38,-1.02,-0.1,692.1,5.66,4.2,14.25,0.79,21.35,13.46,35.62,-0.59,20.71,1.78,39.89,64.38,49.3,279.81,378.55,150.7,57.87,65.69,2.89,-119.83,-0.43
(주)리더스코스메틱,16100,19-Dec,97.51,-60.39,-18.99,0,-11.19,-12.76,42.32,-8.58,1.72,-26.86,-8.05,10.52,-12.42,0.64,-26.63,-31.29,28.75,-105.2,8.63,7.16,1.44,71.25,171.04,113.42,318.07,88.63,4.83,40.12,1.28,0,-38.9
(주)리드,197210,19-Dec,0,-267.65,-71.09,0,-62.31,-18.31,129.36,-1.19,6.86,-12068.4,-36.92,1.85,-134.04,0.27,-49.7,-43.88,-0.44,-1221.4,1.16,42.35,11.38,100.44,0,44.29,-251.89,42.88,-111.25,0.06,0.28,0,-71.13
(주)리드코프,12700,19-Dec,14.15,8.19,-9.11,26.86,15.89,11.77,5,19.3,0.55,1673.05,7.59,35.95,9.26,0.46,-95.42,6.75,23.25,11.57,122.72,395.62,88.5,76.75,181.5,93.44,2673.04,89.5,-0.33,23.54,0.67,20.04,3.73
(주)리메드,302550,19-Dec,10.42,23.52,62.45,0,7.83,14.07,19.31,29.08,0.54,76.08,4.16,6.75,24.85,0.66,118.94,131.76,57.55,24.53,12.82,6.78,1.79,42.45,41.92,821.8,845.75,698.32,53,593.19,1.78,0,15.46
(주)링네트,42500,19-Dec,62.23,5.32,1.93,101.22,3.21,11.62,1.23,25.4,-0.53,2398.75,4.48,17.5,30.06,1.41,-3.55,-4.1,14.02,12.73,5.29,20.71,146.56,85.98,62.75,219.6,762.76,201.51,45.73,44.77,3.44,72.57,7.51
(주)링크제니시스,219420,19-Dec,8.88,5.01,4.24,-67.71,14.24,49.65,1.01,73.98,-3.84,336.43,4.31,10.17,20.16,0.31,7.37,-1.95,30.34,2.26,6.27,380.05,5.18,69.66,9.52,1111.43,3029.08,1110.58,82.03,211.51,2.85,-56.07,1.55
(주)마니커에프앤지,195500,19-Dec,44.03,2.95,10.69,-27.78,4.9,22.44,12.76,8.66,0.51,63.7,8.37,22.09,28.09,1.79,15.41,0.42,14.27,9.78,7.73,10.06,3.82,85.73,59.46,187.1,706.97,132.74,24.05,60.04,3.9,-29.65,5.29
(주)마이크로디지탈,305090,19-Dec,16.1,-160.39,98.31,0,-83.6,-60.77,9.52,-103.17,-0.98,-87.74,-14.14,2.4,-11.15,0.22,78.26,-16.88,-4.08,-47.2,3.01,2.34,2.02,104.08,30.33,603.9,981.01,541.67,62.24,82.03,0.95,0,-36.07
(주)마이크로컨텍솔루션,98120,19-Dec,10.54,2.42,4.45,0,-2.25,-16.58,1.62,51.92,-0.44,74.43,-2.07,8.28,27.85,0.94,15.43,34.05,14.64,2.71,7.56,10.92,2.37,85.36,14.27,564.68,788.42,465.35,42.84,102.15,8.06,0,2.27
(주)마이크로프랜드,147760,19-Dec,28.94,-12.65,-5.65,0,12.3,26.36,12.14,-12.4,0.19,42.69,7.74,6.78,17.29,0.61,-13.5,-9.59,11.11,-10.64,10.45,2.77,1.29,88.89,41.6,216.44,760.28,118.9,23.8,79.79,2.24,0,-7.73
(주)마크로젠,38290,19-Dec,78.47,-10.95,25.01,-198.32,12.31,12.79,20.57,0.3,0.88,78.47,6.67,23.05,15.57,0.6,-21.23,10.84,31.81,-3.01,4.63,7.14,2.76,68.19,109.17,124.56,2137.17,108.84,9.21,19.25,1.36,-65.76,-6.59
(주)맘스터치앤컴퍼니,220630,19-Dec,67.01,4.47,9.87,-17.8,7.62,37.34,16.17,45.28,-0.1,103.67,15.72,30.63,31.63,2.16,36.14,1.53,28.62,18.15,45.19,15.45,6.5,71.38,72.73,152.75,861.33,112.24,20.46,35.57,5.08,-17.8,9.67
(주)매직마이크로,127160,19-Dec,111.71,-21.3,-7.6,0,3.56,3.72,33.29,-1.82,4.9,34.8,2.04,12.27,9.5,0.55,-14.28,-7.79,11.32,-23.47,4.52,6.81,1.57,88.68,121.52,48.43,897.96,34.99,-26.01,5.63,1.07,-2228.39,-11.7
(주)매커스,93520,19-Dec,91.46,8.35,16.08,-48.63,7.72,9.11,1.79,34.83,0.01,284.66,4.39,7.11,12.39,0.61,18.6,-35.86,23.24,9.11,6.67,4.11,13.38,76.76,92.93,191.12,653.51,148.4,43.19,37.75,1.37,-54.05,5.1
(주)맥스로텍,141070,19-Dec,111.65,-27.04,-16.1,0,4.15,3.27,40.23,-4.24,4.06,11,2.05,2.7,6.58,0.45,-31.62,-37.36,-14.96,-31.86,4.25,28.37,0.79,114.96,168.32,81.29,193.84,76.66,-7.78,7.22,0.73,0,-12.18
(주)머큐리,100590,19-Dec,11.74,2.1,13.26,-82.82,6.93,22.55,14.99,10.14,-0.22,96.57,7.32,15.04,19.76,1.12,22.1,-17.06,14.9,3.36,16.31,5.78,5.1,85.1,48.07,939.33,961.44,739.73,66.55,362.72,3.77,-79.28,2.36
(주)멀티캠퍼스,67280,19-Dec,51.91,6.56,42.02,7.33,6.24,19.57,17.56,28.65,0.06,2336.19,8.8,97.19,59.95,1.66,-1.57,19.99,26.61,18.19,6.66,0,63.75,73.39,81.81,154.53,3700.58,154.53,15.57,18.65,4.17,10.75,10.87
(주)메드팩토,235980,19-Dec,1.81,0,0,0,0,-758.39,0.99,-53.6,-1.39,-241.03,-18.84,0,-11.17,0,0,0,0,-17.17,0,0,0,0,2.55,5323.93,1558.71,5323.93,92.44,12.13,0,0,-16.75
(주)메디아나,41920,19-Dec,11.89,13.94,14.04,108.13,16.42,101.57,0.2,926.36,-0.13,155.39,12.27,11.19,28.12,0.8,17.16,3.36,35.97,12.68,4.02,5.33,3.09,64.03,13.74,559.07,1316.4,414.42,48,233.11,6.38,121.65,11.1
(주)메디콕스,54180,19-Jun,89.84,-10.47,0,0,1.06,0.76,51.37,-0.38,4.56,13.6,0.48,1.87,10.52,0.45,0,0,16.01,-10.5,17.3,19.78,0.58,83.99,165.18,53.38,157.4,46.66,-15.79,29.36,0.72,0,-4.71
